Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:1020
,,ICD 10 - WHO:M5184,"Other intervertebral disc disorders, thoracic region (M5184)","Other intervertebral disc disorders, thoracic region (M5184)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M5185,"Other intervertebral disc disorders, thoracolumbar region (M5185)","Other intervertebral disc disorders, thoracolumbar region (M5185)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M5186,"Other intervertebral disc disorders, lumbar region (M5186)","Other intervertebral disc disorders, lumbar region (M5186)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M5187,"Other intervertebral disc disorders, lumbosacral region (M5187)","Other intervertebral disc disorders, lumbosacral region (M5187)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M519,"Unsp thoracic, thoracolum and lumbosacr intvrt disc disorder (M519)","Unsp thoracic, thoracolum and lumbosacr intvrt disc disorder (M519)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M720,Palmar fascial fibromatosis [Dupuytren] (M720),Palmar fascial fibromatosis [Dupuytren] (M720),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M8000XA,"Age-rel osteopor w current path fracture, unsp site, init (M8000XA)","Age-rel osteopor w current path fracture, unsp site, init (M8000XA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M8000XD,"Age-rel osteopor w crnt path fx, unsp site, 7thD (M8000XD)","Age-rel osteopor w crnt path fx, unsp site, 7thD (M8000XD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M8000XG,"Age-rel osteopor w crnt path fx, unsp site, 7thG (M8000XG)","Age-rel osteopor w crnt path fx, unsp site, 7thG (M8000XG)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M8000XK,"Age-rel osteopor w crnt path fx, unsp site, 7thK (M8000XK)","Age-rel osteopor w crnt path fx, unsp site, 7thK (M8000XK)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M8000XP,"Age-rel osteopor w crnt path fx, unsp site, 7thP (M8000XP)","Age-rel osteopor w crnt path fx, unsp site, 7thP (M8000XP)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M8000XS,"Age-rel osteopor w current path fracture, unsp site, sequela (M8000XS)","Age-rel osteopor w current path fracture, unsp site, sequela (M8000XS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80011A,"Age-rel osteopor w current path fracture, r shoulder, init (M80011A)","Age-rel osteopor w current path fracture, r shoulder, init (M80011A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80011D,"Age-rel osteopor w crnt path fx, r shldr, 7thD (M80011D)","Age-rel osteopor w crnt path fx, r shldr, 7thD (M80011D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80011G,"Age-rel osteopor w crnt path fx, r shldr, 7thG (M80011G)","Age-rel osteopor w crnt path fx, r shldr, 7thG (M80011G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80011K,"Age-rel osteopor w crnt path fx, r shldr, 7thK (M80011K)","Age-rel osteopor w crnt path fx, r shldr, 7thK (M80011K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80011P,"Age-rel osteopor w crnt path fx, r shldr, 7thP (M80011P)","Age-rel osteopor w crnt path fx, r shldr, 7thP (M80011P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80011S,"Age-rel osteopor w current path fx, r shoulder, sequela (M80011S)","Age-rel osteopor w current path fx, r shoulder, sequela (M80011S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80012A,"Age-rel osteopor w current path fracture, l shoulder, init (M80012A)","Age-rel osteopor w current path fracture, l shoulder, init (M80012A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80012D,"Age-rel osteopor w crnt path fx, l shldr, 7thD (M80012D)","Age-rel osteopor w crnt path fx, l shldr, 7thD (M80012D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80012G,"Age-rel osteopor w crnt path fx, l shldr, 7thG (M80012G)","Age-rel osteopor w crnt path fx, l shldr, 7thG (M80012G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80012K,"Age-rel osteopor w crnt path fx, l shldr, 7thK (M80012K)","Age-rel osteopor w crnt path fx, l shldr, 7thK (M80012K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80012P,"Age-rel osteopor w crnt path fx, l shldr, 7thP (M80012P)","Age-rel osteopor w crnt path fx, l shldr, 7thP (M80012P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80012S,"Age-rel osteopor w current path fx, l shoulder, sequela (M80012S)","Age-rel osteopor w current path fx, l shoulder, sequela (M80012S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80019A,"Age-rel osteopor w current path fx, unsp shoulder, init (M80019A)","Age-rel osteopor w current path fx, unsp shoulder, init (M80019A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80019D,"Age-rel osteopor w crnt path fx, unsp shldr, 7thD (M80019D)","Age-rel osteopor w crnt path fx, unsp shldr, 7thD (M80019D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80019G,"Age-rel osteopor w crnt path fx, unsp shldr, 7thG (M80019G)","Age-rel osteopor w crnt path fx, unsp shldr, 7thG (M80019G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80019K,"Age-rel osteopor w crnt path fx, unsp shldr, 7thK (M80019K)","Age-rel osteopor w crnt path fx, unsp shldr, 7thK (M80019K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80019P,"Age-rel osteopor w crnt path fx, unsp shldr, 7thP (M80019P)","Age-rel osteopor w crnt path fx, unsp shldr, 7thP (M80019P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80019S,"Age-rel osteopor w current path fx, unsp shoulder, sequela (M80019S)","Age-rel osteopor w current path fx, unsp shoulder, sequela (M80019S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80021A,"Age-rel osteopor w current path fracture, r humerus, init (M80021A)","Age-rel osteopor w current path fracture, r humerus, init (M80021A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80021D,"Age-rel osteopor w crnt path fx, r humer, 7thD (M80021D)","Age-rel osteopor w crnt path fx, r humer, 7thD (M80021D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80021G,"Age-rel osteopor w crnt path fx, r humer, 7thG (M80021G)","Age-rel osteopor w crnt path fx, r humer, 7thG (M80021G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80021K,"Age-rel osteopor w crnt path fx, r humer, 7thK (M80021K)","Age-rel osteopor w crnt path fx, r humer, 7thK (M80021K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80021P,"Age-rel osteopor w crnt path fx, r humer, 7thP (M80021P)","Age-rel osteopor w crnt path fx, r humer, 7thP (M80021P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80021S,"Age-rel osteopor w current path fracture, r humerus, sequela (M80021S)","Age-rel osteopor w current path fracture, r humerus, sequela (M80021S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80022A,"Age-rel osteopor w current path fracture, l humerus, init (M80022A)","Age-rel osteopor w current path fracture, l humerus, init (M80022A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80022D,"Age-rel osteopor w crnt path fx, l humer, 7thD (M80022D)","Age-rel osteopor w crnt path fx, l humer, 7thD (M80022D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80022G,"Age-rel osteopor w crnt path fx, l humer, 7thG (M80022G)","Age-rel osteopor w crnt path fx, l humer, 7thG (M80022G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80022K,"Age-rel osteopor w crnt path fx, l humer, 7thK (M80022K)","Age-rel osteopor w crnt path fx, l humer, 7thK (M80022K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80022P,"Age-rel osteopor w crnt path fx, l humer, 7thP (M80022P)","Age-rel osteopor w crnt path fx, l humer, 7thP (M80022P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80022S,"Age-rel osteopor w current path fracture, l humerus, sequela (M80022S)","Age-rel osteopor w current path fracture, l humerus, sequela (M80022S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80029A,"Age-rel osteopor w current path fracture, unsp humerus, init (M80029A)","Age-rel osteopor w current path fracture, unsp humerus, init (M80029A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80029D,"Age-rel osteopor w crnt path fx, unsp humer, 7thD (M80029D)","Age-rel osteopor w crnt path fx, unsp humer, 7thD (M80029D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80029G,"Age-rel osteopor w crnt path fx, unsp humer, 7thG (M80029G)","Age-rel osteopor w crnt path fx, unsp humer, 7thG (M80029G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80029K,"Age-rel osteopor w crnt path fx, unsp humer, 7thK (M80029K)","Age-rel osteopor w crnt path fx, unsp humer, 7thK (M80029K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80029P,"Age-rel osteopor w crnt path fx, unsp humer, 7thP (M80029P)","Age-rel osteopor w crnt path fx, unsp humer, 7thP (M80029P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80029S,"Age-rel osteopor w current path fx, unsp humerus, sequela (M80029S)","Age-rel osteopor w current path fx, unsp humerus, sequela (M80029S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80031A,"Age-rel osteopor w current path fracture, r forearm, init (M80031A)","Age-rel osteopor w current path fracture, r forearm, init (M80031A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80031D,"Age-rel osteopor w crnt path fx, r forearm, 7thD (M80031D)","Age-rel osteopor w crnt path fx, r forearm, 7thD (M80031D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80031G,"Age-rel osteopor w crnt path fx, r forearm, 7thG (M80031G)","Age-rel osteopor w crnt path fx, r forearm, 7thG (M80031G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80031K,"Age-rel osteopor w crnt path fx, r forearm, 7thK (M80031K)","Age-rel osteopor w crnt path fx, r forearm, 7thK (M80031K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80031P,"Age-rel osteopor w crnt path fx, r forearm, 7thP (M80031P)","Age-rel osteopor w crnt path fx, r forearm, 7thP (M80031P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80031S,"Age-rel osteopor w current path fracture, r forearm, sequela (M80031S)","Age-rel osteopor w current path fracture, r forearm, sequela (M80031S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80032A,"Age-rel osteopor w current path fracture, l forearm, init (M80032A)","Age-rel osteopor w current path fracture, l forearm, init (M80032A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80032D,"Age-rel osteopor w crnt path fx, l forearm, 7thD (M80032D)","Age-rel osteopor w crnt path fx, l forearm, 7thD (M80032D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80032G,"Age-rel osteopor w crnt path fx, l forearm, 7thG (M80032G)","Age-rel osteopor w crnt path fx, l forearm, 7thG (M80032G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80032K,"Age-rel osteopor w crnt path fx, l forearm, 7thK (M80032K)","Age-rel osteopor w crnt path fx, l forearm, 7thK (M80032K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80032P,"Age-rel osteopor w crnt path fx, l forearm, 7thP (M80032P)","Age-rel osteopor w crnt path fx, l forearm, 7thP (M80032P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80032S,"Age-rel osteopor w current path fracture, l forearm, sequela (M80032S)","Age-rel osteopor w current path fracture, l forearm, sequela (M80032S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80039A,"Age-rel osteopor w current path fracture, unsp forearm, init (M80039A)","Age-rel osteopor w current path fracture, unsp forearm, init (M80039A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80039D,"Age-rel osteopor w crnt path fx, unsp forearm, 7thD (M80039D)","Age-rel osteopor w crnt path fx, unsp forearm, 7thD (M80039D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80039G,"Age-rel osteopor w crnt path fx, unsp forearm, 7thG (M80039G)","Age-rel osteopor w crnt path fx, unsp forearm, 7thG (M80039G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80039K,"Age-rel osteopor w crnt path fx, unsp forearm, 7thK (M80039K)","Age-rel osteopor w crnt path fx, unsp forearm, 7thK (M80039K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80039P,"Age-rel osteopor w crnt path fx, unsp forearm, 7thP (M80039P)","Age-rel osteopor w crnt path fx, unsp forearm, 7thP (M80039P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80039S,"Age-rel osteopor w current path fx, unsp forearm, sequela (M80039S)","Age-rel osteopor w current path fx, unsp forearm, sequela (M80039S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80041A,"Age-rel osteopor w current path fracture, right hand, init (M80041A)","Age-rel osteopor w current path fracture, right hand, init (M80041A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80041D,"Age-rel osteopor w crnt path fx, r hand, 7thD (M80041D)","Age-rel osteopor w crnt path fx, r hand, 7thD (M80041D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80041G,"Age-rel osteopor w crnt path fx, r hand, 7thG (M80041G)","Age-rel osteopor w crnt path fx, r hand, 7thG (M80041G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80041K,"Age-rel osteopor w crnt path fx, r hand, 7thK (M80041K)","Age-rel osteopor w crnt path fx, r hand, 7thK (M80041K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80041P,"Age-rel osteopor w crnt path fx, r hand, 7thP (M80041P)","Age-rel osteopor w crnt path fx, r hand, 7thP (M80041P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80041S,"Age-rel osteopor w current path fracture, r hand, sequela (M80041S)","Age-rel osteopor w current path fracture, r hand, sequela (M80041S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80042A,"Age-rel osteopor w current path fracture, left hand, init (M80042A)","Age-rel osteopor w current path fracture, left hand, init (M80042A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80042D,"Age-rel osteopor w crnt path fx, l hand, 7thD (M80042D)","Age-rel osteopor w crnt path fx, l hand, 7thD (M80042D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80042G,"Age-rel osteopor w crnt path fx, l hand, 7thG (M80042G)","Age-rel osteopor w crnt path fx, l hand, 7thG (M80042G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80042K,"Age-rel osteopor w crnt path fx, l hand, 7thK (M80042K)","Age-rel osteopor w crnt path fx, l hand, 7thK (M80042K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80042P,"Age-rel osteopor w crnt path fx, l hand, 7thP (M80042P)","Age-rel osteopor w crnt path fx, l hand, 7thP (M80042P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80042S,"Age-rel osteopor w current path fracture, left hand, sequela (M80042S)","Age-rel osteopor w current path fracture, left hand, sequela (M80042S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80049A,"Age-rel osteopor w current path fracture, unsp hand, init (M80049A)","Age-rel osteopor w current path fracture, unsp hand, init (M80049A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80049D,"Age-rel osteopor w crnt path fx, unsp hand, 7thD (M80049D)","Age-rel osteopor w crnt path fx, unsp hand, 7thD (M80049D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80049G,"Age-rel osteopor w crnt path fx, unsp hand, 7thG (M80049G)","Age-rel osteopor w crnt path fx, unsp hand, 7thG (M80049G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80049K,"Age-rel osteopor w crnt path fx, unsp hand, 7thK (M80049K)","Age-rel osteopor w crnt path fx, unsp hand, 7thK (M80049K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80049P,"Age-rel osteopor w crnt path fx, unsp hand, 7thP (M80049P)","Age-rel osteopor w crnt path fx, unsp hand, 7thP (M80049P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80049S,"Age-rel osteopor w current path fracture, unsp hand, sequela (M80049S)","Age-rel osteopor w current path fracture, unsp hand, sequela (M80049S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80051A,"Age-rel osteopor w current path fracture, right femur, init (M80051A)","Age-rel osteopor w current path fracture, right femur, init (M80051A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80051D,"Age-rel osteopor w crnt path fx, r femr, 7thD (M80051D)","Age-rel osteopor w crnt path fx, r femr, 7thD (M80051D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80051G,"Age-rel osteopor w crnt path fx, r femr, 7thG (M80051G)","Age-rel osteopor w crnt path fx, r femr, 7thG (M80051G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80051K,"Age-rel osteopor w crnt path fx, r femr, 7thK (M80051K)","Age-rel osteopor w crnt path fx, r femr, 7thK (M80051K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80051P,"Age-rel osteopor w crnt path fx, r femr, 7thP (M80051P)","Age-rel osteopor w crnt path fx, r femr, 7thP (M80051P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80051S,"Age-rel osteopor w current path fracture, r femur, sequela (M80051S)","Age-rel osteopor w current path fracture, r femur, sequela (M80051S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80052A,"Age-rel osteopor w current path fracture, left femur, init (M80052A)","Age-rel osteopor w current path fracture, left femur, init (M80052A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80052D,"Age-rel osteopor w crnt path fx, l femr, 7thD (M80052D)","Age-rel osteopor w crnt path fx, l femr, 7thD (M80052D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80052G,"Age-rel osteopor w crnt path fx, l femr, 7thG (M80052G)","Age-rel osteopor w crnt path fx, l femr, 7thG (M80052G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80052K,"Age-rel osteopor w crnt path fx, l femr, 7thK (M80052K)","Age-rel osteopor w crnt path fx, l femr, 7thK (M80052K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80052P,"Age-rel osteopor w crnt path fx, l femr, 7thP (M80052P)","Age-rel osteopor w crnt path fx, l femr, 7thP (M80052P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80052S,"Age-rel osteopor w current path fracture, l femur, sequela (M80052S)","Age-rel osteopor w current path fracture, l femur, sequela (M80052S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80059A,"Age-rel osteopor w current path fracture, unsp femur, init (M80059A)","Age-rel osteopor w current path fracture, unsp femur, init (M80059A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80059D,"Age-rel osteopor w crnt path fx, unsp femr, 7thD (M80059D)","Age-rel osteopor w crnt path fx, unsp femr, 7thD (M80059D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80059G,"Age-rel osteopor w crnt path fx, unsp femr, 7thG (M80059G)","Age-rel osteopor w crnt path fx, unsp femr, 7thG (M80059G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80059K,"Age-rel osteopor w crnt path fx, unsp femr, 7thK (M80059K)","Age-rel osteopor w crnt path fx, unsp femr, 7thK (M80059K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80059P,"Age-rel osteopor w crnt path fx, unsp femr, 7thP (M80059P)","Age-rel osteopor w crnt path fx, unsp femr, 7thP (M80059P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80059S,"Age-rel osteopor w current path fx, unsp femur, sequela (M80059S)","Age-rel osteopor w current path fx, unsp femur, sequela (M80059S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80061A,"Age-rel osteopor w current path fracture, r low leg, init (M80061A)","Age-rel osteopor w current path fracture, r low leg, init (M80061A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80061D,"Age-rel osteopor w crnt path fx, r low leg, 7thD (M80061D)","Age-rel osteopor w crnt path fx, r low leg, 7thD (M80061D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80061G,"Age-rel osteopor w crnt path fx, r low leg, 7thG (M80061G)","Age-rel osteopor w crnt path fx, r low leg, 7thG (M80061G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80061K,"Age-rel osteopor w crnt path fx, r low leg, 7thK (M80061K)","Age-rel osteopor w crnt path fx, r low leg, 7thK (M80061K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80061P,"Age-rel osteopor w crnt path fx, r low leg, 7thP (M80061P)","Age-rel osteopor w crnt path fx, r low leg, 7thP (M80061P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80061S,"Age-rel osteopor w current path fracture, r low leg, sequela (M80061S)","Age-rel osteopor w current path fracture, r low leg, sequela (M80061S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80062A,"Age-rel osteopor w current path fracture, l low leg, init (M80062A)","Age-rel osteopor w current path fracture, l low leg, init (M80062A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80062D,"Age-rel osteopor w crnt path fx, l low leg, 7thD (M80062D)","Age-rel osteopor w crnt path fx, l low leg, 7thD (M80062D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80062G,"Age-rel osteopor w crnt path fx, l low leg, 7thG (M80062G)","Age-rel osteopor w crnt path fx, l low leg, 7thG (M80062G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80062K,"Age-rel osteopor w crnt path fx, l low leg, 7thK (M80062K)","Age-rel osteopor w crnt path fx, l low leg, 7thK (M80062K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80062P,"Age-rel osteopor w crnt path fx, l low leg, 7thP (M80062P)","Age-rel osteopor w crnt path fx, l low leg, 7thP (M80062P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80062S,"Age-rel osteopor w current path fracture, l low leg, sequela (M80062S)","Age-rel osteopor w current path fracture, l low leg, sequela (M80062S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80069A,"Age-rel osteopor w current path fracture, unsp low leg, init (M80069A)","Age-rel osteopor w current path fracture, unsp low leg, init (M80069A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80069D,"Age-rel osteopor w crnt path fx, unsp low leg, 7thD (M80069D)","Age-rel osteopor w crnt path fx, unsp low leg, 7thD (M80069D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80069G,"Age-rel osteopor w crnt path fx, unsp low leg, 7thG (M80069G)","Age-rel osteopor w crnt path fx, unsp low leg, 7thG (M80069G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80069K,"Age-rel osteopor w crnt path fx, unsp low leg, 7thK (M80069K)","Age-rel osteopor w crnt path fx, unsp low leg, 7thK (M80069K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80069P,"Age-rel osteopor w crnt path fx, unsp low leg, 7thP (M80069P)","Age-rel osteopor w crnt path fx, unsp low leg, 7thP (M80069P)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80069S,"Age-rel osteopor w current path fx, unsp low leg, sequela (M80069S)","Age-rel osteopor w current path fx, unsp low leg, sequela (M80069S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80071A,"Age-rel osteopor w current path fracture, right ank/ft, init (M80071A)","Age-rel osteopor w current path fracture, right ank/ft, init (M80071A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80071D,"Age-rel osteopor w crnt path fx, r ank/ft, 7thD (M80071D)","Age-rel osteopor w crnt path fx, r ank/ft, 7thD (M80071D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80071G,"Age-rel osteopor w crnt path fx, r ank/ft, 7thG (M80071G)","Age-rel osteopor w crnt path fx, r ank/ft, 7thG (M80071G)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80071K,"Age-rel osteopor w crnt path fx, r ank/ft, 7thK (M80071K)","Age-rel osteopor w crnt path fx, r ank/ft, 7thK (M80071K)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:M80071P,"Age-rel osteopor w crnt path fx, r ank/ft, 7thP (M80071P)","Age-rel osteopor w crnt path fx, r ank/ft, 7thP (M80071P)",,Diagnosis,N/A,,,,
