Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:5070
,,ICD 10 - WHO:Z1389,Encounter for screening for other disorder (Z1389),Encounter for screening for other disorder,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z30011,Encounter for initial prescription of contraceptive pills (Z30011),Encounter for initial prescription of contraceptive pills,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3041,Encounter for surveillance of contraceptive pills (Z3041),Encounter for surveillance of contraceptive pills,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z30431,Encounter for routine checking of intrauterine contracep dev (Z30431),Encounter for routine checking of intrauterine contracep dev,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3049,Encounter for surveillance of other contraceptives (Z3049),Encounter for surveillance of other contraceptives,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z308,Encounter for other contraceptive management (Z308),Encounter for other contraceptive management,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3189,Encounter for other procreative management (Z3189),Encounter for other procreative management,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3201,"Encounter for pregnancy test, result positive (Z3201)","Encounter for pregnancy test, result positive",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z331,"Pregnant state, incidental (Z331)","Pregnant state, incidental",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z332,Encounter for elective termination of pregnancy (Z332),Encounter for elective termination of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3400,"Encntr for suprvsn of normal first pregnancy, unsp trimester (Z3400)","Encntr for suprvsn of normal first pregnancy, unsp trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3401,"Encntr for suprvsn of normal first preg, first trimester (Z3401)","Encntr for suprvsn of normal first preg, first trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3402,"Encntr for suprvsn of normal first preg, second trimester (Z3402)","Encntr for suprvsn of normal first preg, second trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3403,"Encntr for suprvsn of normal first preg, third trimester (Z3403)","Encntr for suprvsn of normal first preg, third trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3480,"Encounter for suprvsn of normal pregnancy, unsp trimester (Z3480)","Encounter for suprvsn of normal pregnancy, unsp trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3481,"Encounter for suprvsn of normal pregnancy, first trimester (Z3481)","Encounter for suprvsn of normal pregnancy, first trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3482,"Encounter for suprvsn of normal pregnancy, second trimester (Z3482)","Encounter for suprvsn of normal pregnancy, second trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3483,"Encounter for suprvsn of normal pregnancy, third trimester (Z3483)","Encounter for suprvsn of normal pregnancy, third trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3490,"Encntr for suprvsn of normal pregnancy, unsp, unsp trimester (Z3490)","Encntr for suprvsn of normal pregnancy, unsp, unsp trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3491,"Encntr for suprvsn of normal preg, unsp, first trimester (Z3491)","Encntr for suprvsn of normal preg, unsp, first trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3492,"Encntr for suprvsn of normal preg, unsp, second trimester (Z3492)","Encntr for suprvsn of normal preg, unsp, second trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3493,"Encntr for suprvsn of normal preg, unsp, third trimester (Z3493)","Encntr for suprvsn of normal preg, unsp, third trimester",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z36,Encounter for antenatal screening of mother (Z36),Encounter for antenatal screening of mother,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z370,Single live birth (Z370),Single live birth,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z371,Single stillbirth (Z371),Single stillbirth,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z372,"Twins, both liveborn (Z372)","Twins, both liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z373,"Twins, one liveborn and one stillborn (Z373)","Twins, one liveborn and one stillborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z374,"Twins, both stillborn (Z374)","Twins, both stillborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3750,"Multiple births, unspecified, all liveborn (Z3750)","Multiple births, unspecified, all liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3751,"Triplets, all liveborn (Z3751)","Triplets, all liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3752,"Quadruplets, all liveborn (Z3752)","Quadruplets, all liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3753,"Quintuplets, all liveborn (Z3753)","Quintuplets, all liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3754,"Sextuplets, all liveborn (Z3754)","Sextuplets, all liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3759,"Other multiple births, all liveborn (Z3759)","Other multiple births, all liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3760,"Multiple births, unspecified, some liveborn (Z3760)","Multiple births, unspecified, some liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3761,"Triplets, some liveborn (Z3761)","Triplets, some liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3762,"Quadruplets, some liveborn (Z3762)","Quadruplets, some liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3763,"Quintuplets, some liveborn (Z3763)","Quintuplets, some liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3764,"Sextuplets, some liveborn (Z3764)","Sextuplets, some liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3769,"Other multiple births, some liveborn (Z3769)","Other multiple births, some liveborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z377,"Other multiple births, all stillborn (Z377)","Other multiple births, all stillborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z379,"Outcome of delivery, unspecified (Z379)","Outcome of delivery, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z390,Encntr for care and exam of mother immediately after del (Z390),Encntr for care and exam of mother immediately after del,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z391,Encounter for care and examination of lactating mother (Z391),Encounter for care and examination of lactating mother,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z392,Encounter for routine postpartum follow-up (Z392),Encounter for routine postpartum follow-up,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A00,Weeks of gestation of pregnancy not specified (Z3A00),Weeks of gestation of pregnancy not specified,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A01,Less than 8 weeks gestation of pregnancy (Z3A01),Less than 8 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A08,8 weeks gestation of pregnancy (Z3A08),8 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A09,9 weeks gestation of pregnancy (Z3A09),9 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A10,10 weeks gestation of pregnancy (Z3A10),10 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A11,11 weeks gestation of pregnancy (Z3A11),11 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A12,12 weeks gestation of pregnancy (Z3A12),12 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A13,13 weeks gestation of pregnancy (Z3A13),13 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A14,14 weeks gestation of pregnancy (Z3A14),14 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A15,15 weeks gestation of pregnancy (Z3A15),15 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A16,16 weeks gestation of pregnancy (Z3A16),16 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A17,17 weeks gestation of pregnancy (Z3A17),17 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A18,18 weeks gestation of pregnancy (Z3A18),18 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A19,19 weeks gestation of pregnancy (Z3A19),19 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A20,20 weeks gestation of pregnancy (Z3A20),20 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A21,21 weeks gestation of pregnancy (Z3A21),21 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A22,22 weeks gestation of pregnancy (Z3A22),22 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A23,23 weeks gestation of pregnancy (Z3A23),23 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A24,24 weeks gestation of pregnancy (Z3A24),24 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A25,25 weeks gestation of pregnancy (Z3A25),25 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A26,26 weeks gestation of pregnancy (Z3A26),26 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A27,27 weeks gestation of pregnancy (Z3A27),27 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A28,28 weeks gestation of pregnancy (Z3A28),28 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A29,29 weeks gestation of pregnancy (Z3A29),29 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A30,30 weeks gestation of pregnancy (Z3A30),30 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A31,31 weeks gestation of pregnancy (Z3A31),31 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A32,32 weeks gestation of pregnancy (Z3A32),32 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A33,33 weeks gestation of pregnancy (Z3A33),33 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A34,34 weeks gestation of pregnancy (Z3A34),34 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A35,35 weeks gestation of pregnancy (Z3A35),35 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A36,36 weeks gestation of pregnancy (Z3A36),36 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A37,37 weeks gestation of pregnancy (Z3A37),37 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A38,38 weeks gestation of pregnancy (Z3A38),38 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A39,39 weeks gestation of pregnancy (Z3A39),39 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A40,40 weeks gestation of pregnancy (Z3A40),40 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A41,41 weeks gestation of pregnancy (Z3A41),41 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A42,42 weeks gestation of pregnancy (Z3A42),42 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3A49,Greater than 42 weeks gestation of pregnancy (Z3A49),Greater than 42 weeks gestation of pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z52810,"Egg (Oocyte) donor under age 35, anonymous recipient (Z52810)","Egg (Oocyte) donor under age 35, anonymous recipient",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z52811,"Egg (Oocyte) donor under age 35, designated recipient (Z52811)","Egg (Oocyte) donor under age 35, designated recipient",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z52812,"Egg (Oocyte) donor age 35 and over, anonymous recipient (Z52812)","Egg (Oocyte) donor age 35 and over, anonymous recipient",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z52813,"Egg (Oocyte) donor age 35 and over, designated recipient (Z52813)","Egg (Oocyte) donor age 35 and over, designated recipient",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z52819,"Egg (Oocyte) donor, unspecified (Z52819)","Egg (Oocyte) donor, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z640,Problems related to unwanted pregnancy (Z640),Problems related to unwanted pregnancy,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z8751,Personal history of pre-term labor (Z8751),Personal history of pre-term labor,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z975,Presence of (intrauterine) contraceptive device (Z975),Presence of (intrauterine) contraceptive device,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:A1816,Tuberculosis of cervix (A1816),Tuberculosis of cervix,,Diagnosis,N/A,,,,
