Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:1040
,,ICD 10 - WHO:O24113,"Pre-existing diabetes, type 2, in pregnancy, third trimester (O24113)","Pre-existing diabetes, type 2, in pregnancy, third trimester (O24113)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24119,"Pre-existing diabetes, type 2, in pregnancy, unsp trimester (O24119)","Pre-existing diabetes, type 2, in pregnancy, unsp trimester (O24119)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2412,"Pre-existing diabetes mellitus, type 2, in childbirth (O2412)","Pre-existing diabetes mellitus, type 2, in childbirth (O2412)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2413,"Pre-existing diabetes mellitus, type 2, in the puerperium (O2413)","Pre-existing diabetes mellitus, type 2, in the puerperium (O2413)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24311,"Unsp pre-existing diabetes in pregnancy, first trimester (O24311)","Unsp pre-existing diabetes in pregnancy, first trimester (O24311)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24312,"Unsp pre-existing diabetes in pregnancy, second trimester (O24312)","Unsp pre-existing diabetes in pregnancy, second trimester (O24312)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24313,"Unsp pre-existing diabetes in pregnancy, third trimester (O24313)","Unsp pre-existing diabetes in pregnancy, third trimester (O24313)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24319,"Unsp pre-existing diabetes in pregnancy, unsp trimester (O24319)","Unsp pre-existing diabetes in pregnancy, unsp trimester (O24319)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2432,Unspecified pre-existing diabetes mellitus in childbirth (O2432),Unspecified pre-existing diabetes mellitus in childbirth (O2432),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2433,Unspecified pre-existing diabetes mellitus in the puerperium (O2433),Unspecified pre-existing diabetes mellitus in the puerperium (O2433),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24410,"Gestational diabetes mellitus in pregnancy, diet controlled (O24410)","Gestational diabetes mellitus in pregnancy, diet controlled (O24410)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24414,"Gestational diabetes in pregnancy, insulin controlled (O24414)","Gestational diabetes in pregnancy, insulin controlled (O24414)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24419,"Gestational diabetes mellitus in pregnancy, unsp control (O24419)","Gestational diabetes mellitus in pregnancy, unsp control (O24419)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24420,"Gestational diabetes mellitus in childbirth, diet controlled (O24420)","Gestational diabetes mellitus in childbirth, diet controlled (O24420)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24424,"Gestational diabetes in childbirth, insulin controlled (O24424)","Gestational diabetes in childbirth, insulin controlled (O24424)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24429,"Gestational diabetes mellitus in childbirth, unsp control (O24429)","Gestational diabetes mellitus in childbirth, unsp control (O24429)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24430,"Gestational diabetes in the puerperium, diet controlled (O24430)","Gestational diabetes in the puerperium, diet controlled (O24430)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24434,"Gestational diabetes in the puerperium, insulin controlled (O24434)","Gestational diabetes in the puerperium, insulin controlled (O24434)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24439,"Gestational diabetes in the puerperium, unsp control (O24439)","Gestational diabetes in the puerperium, unsp control (O24439)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24811,"Oth pre-existing diabetes in pregnancy, first trimester (O24811)","Oth pre-existing diabetes in pregnancy, first trimester (O24811)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24812,"Oth pre-existing diabetes in pregnancy, second trimester (O24812)","Oth pre-existing diabetes in pregnancy, second trimester (O24812)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24813,"Oth pre-existing diabetes in pregnancy, third trimester (O24813)","Oth pre-existing diabetes in pregnancy, third trimester (O24813)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24819,"Oth pre-existing diabetes in pregnancy, unsp trimester (O24819)","Oth pre-existing diabetes in pregnancy, unsp trimester (O24819)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2482,Other pre-existing diabetes mellitus in childbirth (O2482),Other pre-existing diabetes mellitus in childbirth (O2482),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2483,Other pre-existing diabetes mellitus in the puerperium (O2483),Other pre-existing diabetes mellitus in the puerperium (O2483),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24911,"Unspecified diabetes mellitus in pregnancy, first trimester (O24911)","Unspecified diabetes mellitus in pregnancy, first trimester (O24911)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24912,"Unspecified diabetes mellitus in pregnancy, second trimester (O24912)","Unspecified diabetes mellitus in pregnancy, second trimester (O24912)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24913,"Unspecified diabetes mellitus in pregnancy, third trimester (O24913)","Unspecified diabetes mellitus in pregnancy, third trimester (O24913)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O24919,"Unsp diabetes mellitus in pregnancy, unspecified trimester (O24919)","Unsp diabetes mellitus in pregnancy, unspecified trimester (O24919)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2492,Unspecified diabetes mellitus in childbirth (O2492),Unspecified diabetes mellitus in childbirth (O2492),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2493,Unspecified diabetes mellitus in the puerperium (O2493),Unspecified diabetes mellitus in the puerperium (O2493),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2510,"Malnutrition in pregnancy, unspecified trimester (O2510)","Malnutrition in pregnancy, unspecified trimester (O2510)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2511,"Malnutrition in pregnancy, first trimester (O2511)","Malnutrition in pregnancy, first trimester (O2511)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2512,"Malnutrition in pregnancy, second trimester (O2512)","Malnutrition in pregnancy, second trimester (O2512)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2513,"Malnutrition in pregnancy, third trimester (O2513)","Malnutrition in pregnancy, third trimester (O2513)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O252,Malnutrition in childbirth (O252),Malnutrition in childbirth (O252),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O253,Malnutrition in the puerperium (O253),Malnutrition in the puerperium (O253),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2600,"Excessive weight gain in pregnancy, unspecified trimester (O2600)","Excessive weight gain in pregnancy, unspecified trimester (O2600)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2601,"Excessive weight gain in pregnancy, first trimester (O2601)","Excessive weight gain in pregnancy, first trimester (O2601)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2602,"Excessive weight gain in pregnancy, second trimester (O2602)","Excessive weight gain in pregnancy, second trimester (O2602)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2603,"Excessive weight gain in pregnancy, third trimester (O2603)","Excessive weight gain in pregnancy, third trimester (O2603)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2610,"Low weight gain in pregnancy, unspecified trimester (O2610)","Low weight gain in pregnancy, unspecified trimester (O2610)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2611,"Low weight gain in pregnancy, first trimester (O2611)","Low weight gain in pregnancy, first trimester (O2611)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2612,"Low weight gain in pregnancy, second trimester (O2612)","Low weight gain in pregnancy, second trimester (O2612)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2613,"Low weight gain in pregnancy, third trimester (O2613)","Low weight gain in pregnancy, third trimester (O2613)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2620,"Preg care for patient w recurrent preg loss, unsp trimester (O2620)","Preg care for patient w recurrent preg loss, unsp trimester (O2620)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2621,"Preg care for patient w recurrent preg loss, first trimester (O2621)","Preg care for patient w recurrent preg loss, first trimester (O2621)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2622,"Preg care for patient w recur preg loss, second trimester (O2622)","Preg care for patient w recur preg loss, second trimester (O2622)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2623,"Preg care for patient w recurrent preg loss, third trimester (O2623)","Preg care for patient w recurrent preg loss, third trimester (O2623)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2630,"Retained uterin contracep dev in pregnancy, unsp trimester (O2630)","Retained uterin contracep dev in pregnancy, unsp trimester (O2630)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2631,"Retained uterin contracep dev in pregnancy, first trimester (O2631)","Retained uterin contracep dev in pregnancy, first trimester (O2631)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2632,"Retained uterin contracep dev in pregnancy, second trimester (O2632)","Retained uterin contracep dev in pregnancy, second trimester (O2632)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2633,"Retained uterin contracep dev in pregnancy, third trimester (O2633)","Retained uterin contracep dev in pregnancy, third trimester (O2633)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2640,"Herpes gestationis, unspecified trimester (O2640)","Herpes gestationis, unspecified trimester (O2640)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2641,"Herpes gestationis, first trimester (O2641)","Herpes gestationis, first trimester (O2641)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2642,"Herpes gestationis, second trimester (O2642)","Herpes gestationis, second trimester (O2642)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2643,"Herpes gestationis, third trimester (O2643)","Herpes gestationis, third trimester (O2643)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2650,"Maternal hypotension syndrome, unspecified trimester (O2650)","Maternal hypotension syndrome, unspecified trimester (O2650)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2651,"Maternal hypotension syndrome, first trimester (O2651)","Maternal hypotension syndrome, first trimester (O2651)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2652,"Maternal hypotension syndrome, second trimester (O2652)","Maternal hypotension syndrome, second trimester (O2652)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2653,"Maternal hypotension syndrome, third trimester (O2653)","Maternal hypotension syndrome, third trimester (O2653)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26611,"Liver and biliary tract disord in pregnancy, first trimester (O26611)","Liver and biliary tract disord in pregnancy, first trimester (O26611)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26612,"Liver and biliary tract disord in preg, second trimester (O26612)","Liver and biliary tract disord in preg, second trimester (O26612)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26613,"Liver and biliary tract disord in pregnancy, third trimester (O26613)","Liver and biliary tract disord in pregnancy, third trimester (O26613)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26619,"Liver and biliary tract disord in pregnancy, unsp trimester (O26619)","Liver and biliary tract disord in pregnancy, unsp trimester (O26619)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2662,Liver and biliary tract disorders in childbirth (O2662),Liver and biliary tract disorders in childbirth (O2662),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2663,Liver and biliary tract disorders in the puerperium (O2663),Liver and biliary tract disorders in the puerperium (O2663),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26711,"Sublux of symphysis (pubis) in pregnancy, first trimester (O26711)","Sublux of symphysis (pubis) in pregnancy, first trimester (O26711)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26712,"Sublux of symphysis (pubis) in pregnancy, second trimester (O26712)","Sublux of symphysis (pubis) in pregnancy, second trimester (O26712)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26713,"Sublux of symphysis (pubis) in pregnancy, third trimester (O26713)","Sublux of symphysis (pubis) in pregnancy, third trimester (O26713)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26719,"Sublux of symphysis (pubis) in pregnancy, unsp trimester (O26719)","Sublux of symphysis (pubis) in pregnancy, unsp trimester (O26719)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2672,Subluxation of symphysis (pubis) in childbirth (O2672),Subluxation of symphysis (pubis) in childbirth (O2672),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2673,Subluxation of symphysis (pubis) in the puerperium (O2673),Subluxation of symphysis (pubis) in the puerperium (O2673),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26811,"Pregnancy related exhaustion and fatigue, first trimester (O26811)","Pregnancy related exhaustion and fatigue, first trimester (O26811)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26812,"Pregnancy related exhaustion and fatigue, second trimester (O26812)","Pregnancy related exhaustion and fatigue, second trimester (O26812)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26813,"Pregnancy related exhaustion and fatigue, third trimester (O26813)","Pregnancy related exhaustion and fatigue, third trimester (O26813)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26819,"Pregnancy related exhaustion and fatigue, unsp trimester (O26819)","Pregnancy related exhaustion and fatigue, unsp trimester (O26819)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26821,"Pregnancy related peripheral neuritis, first trimester (O26821)","Pregnancy related peripheral neuritis, first trimester (O26821)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26822,"Pregnancy related peripheral neuritis, second trimester (O26822)","Pregnancy related peripheral neuritis, second trimester (O26822)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26823,"Pregnancy related peripheral neuritis, third trimester (O26823)","Pregnancy related peripheral neuritis, third trimester (O26823)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26829,"Pregnancy related peripheral neuritis, unspecified trimester (O26829)","Pregnancy related peripheral neuritis, unspecified trimester (O26829)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26831,"Pregnancy related renal disease, first trimester (O26831)","Pregnancy related renal disease, first trimester (O26831)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26832,"Pregnancy related renal disease, second trimester (O26832)","Pregnancy related renal disease, second trimester (O26832)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26833,"Pregnancy related renal disease, third trimester (O26833)","Pregnancy related renal disease, third trimester (O26833)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26839,"Pregnancy related renal disease, unspecified trimester (O26839)","Pregnancy related renal disease, unspecified trimester (O26839)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26841,"Uterine size-date discrepancy, first trimester (O26841)","Uterine size-date discrepancy, first trimester (O26841)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26842,"Uterine size-date discrepancy, second trimester (O26842)","Uterine size-date discrepancy, second trimester (O26842)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26843,"Uterine size-date discrepancy, third trimester (O26843)","Uterine size-date discrepancy, third trimester (O26843)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26849,"Uterine size-date discrepancy, unspecified trimester (O26849)","Uterine size-date discrepancy, unspecified trimester (O26849)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26851,"Spotting complicating pregnancy, first trimester (O26851)","Spotting complicating pregnancy, first trimester (O26851)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26852,"Spotting complicating pregnancy, second trimester (O26852)","Spotting complicating pregnancy, second trimester (O26852)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26853,"Spotting complicating pregnancy, third trimester (O26853)","Spotting complicating pregnancy, third trimester (O26853)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26859,"Spotting complicating pregnancy, unspecified trimester (O26859)","Spotting complicating pregnancy, unspecified trimester (O26859)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2686,Pruritic urticarial papules and plaques of pregnancy (PUPPP) (O2686),Pruritic urticarial papules and plaques of pregnancy (PUPPP) (O2686),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26872,"Cervical shortening, second trimester (O26872)","Cervical shortening, second trimester (O26872)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26873,"Cervical shortening, third trimester (O26873)","Cervical shortening, third trimester (O26873)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26879,"Cervical shortening, unspecified trimester (O26879)","Cervical shortening, unspecified trimester (O26879)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26891,"Oth pregnancy related conditions, first trimester (O26891)","Oth pregnancy related conditions, first trimester (O26891)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26892,"Oth pregnancy related conditions, second trimester (O26892)","Oth pregnancy related conditions, second trimester (O26892)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26893,"Oth pregnancy related conditions, third trimester (O26893)","Oth pregnancy related conditions, third trimester (O26893)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O26899,"Oth pregnancy related conditions, unspecified trimester (O26899)","Oth pregnancy related conditions, unspecified trimester (O26899)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2690,"Pregnancy related conditions, unsp, unspecified trimester (O2690)","Pregnancy related conditions, unsp, unspecified trimester (O2690)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2691,"Pregnancy related conditions, unspecified, first trimester (O2691)","Pregnancy related conditions, unspecified, first trimester (O2691)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2692,"Pregnancy related conditions, unspecified, second trimester (O2692)","Pregnancy related conditions, unspecified, second trimester (O2692)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O2693,"Pregnancy related conditions, unspecified, third trimester (O2693)","Pregnancy related conditions, unspecified, third trimester (O2693)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O280,Abnormal hematolog finding on antenatal screening of mother (O280),Abnormal hematolog finding on antenatal screening of mother (O280),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O281,Abnormal biochemical finding on antenat screening of mother (O281),Abnormal biochemical finding on antenat screening of mother (O281),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O282,Abnormal cytolog finding on antenatal screening of mother (O282),Abnormal cytolog finding on antenatal screening of mother (O282),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O283,Abnormal ultrasonic finding on antenatal screening of mother (O283),Abnormal ultrasonic finding on antenatal screening of mother (O283),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O284,Abnormal radiolog finding on antenatal screening of mother (O284),Abnormal radiolog finding on antenatal screening of mother (O284),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O285,Abn chromsoml and genetic find on antenat screen of mother (O285),Abn chromsoml and genetic find on antenat screen of mother (O285),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O288,Other abnormal findings on antenatal screening of mother (O288),Other abnormal findings on antenatal screening of mother (O288),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O289,Unsp abnormal findings on antenatal screening of mother (O289),Unsp abnormal findings on antenatal screening of mother (O289),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29011,"Aspirat pneumonitis due to anesth during preg, first tri (O29011)","Aspirat pneumonitis due to anesth during preg, first tri (O29011)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29012,"Aspirat pneumonitis due to anesth during preg, second tri (O29012)","Aspirat pneumonitis due to anesth during preg, second tri (O29012)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29013,"Aspirat pneumonitis due to anesth during preg, third tri (O29013)","Aspirat pneumonitis due to anesth during preg, third tri (O29013)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29019,"Aspirat pneumonitis due to anesth during preg, unsp tri (O29019)","Aspirat pneumonitis due to anesth during preg, unsp tri (O29019)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29021,"Pressr collapse of lung due to anesth during preg, first tri (O29021)","Pressr collapse of lung due to anesth during preg, first tri (O29021)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29022,"Pressr collapse of lung d/t anesth during preg, second tri (O29022)","Pressr collapse of lung d/t anesth during preg, second tri (O29022)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29023,"Pressr collapse of lung due to anesth during preg, third tri (O29023)","Pressr collapse of lung due to anesth during preg, third tri (O29023)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29029,"Pressr collapse of lung due to anesth during preg, unsp tri (O29029)","Pressr collapse of lung due to anesth during preg, unsp tri (O29029)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29091,"Oth pulmonary comp of anesth during preg, first trimester (O29091)","Oth pulmonary comp of anesth during preg, first trimester (O29091)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29092,"Oth pulmonary comp of anesth during preg, second trimester (O29092)","Oth pulmonary comp of anesth during preg, second trimester (O29092)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29093,"Oth pulmonary comp of anesth during preg, third trimester (O29093)","Oth pulmonary comp of anesth during preg, third trimester (O29093)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29099,"Oth pulmonary comp of anesth during preg, unsp trimester (O29099)","Oth pulmonary comp of anesth during preg, unsp trimester (O29099)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29111,"Cardiac arrest due to anesth during preg, first trimester (O29111)","Cardiac arrest due to anesth during preg, first trimester (O29111)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29112,"Cardiac arrest due to anesth during preg, second trimester (O29112)","Cardiac arrest due to anesth during preg, second trimester (O29112)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29113,"Cardiac arrest due to anesth during preg, third trimester (O29113)","Cardiac arrest due to anesth during preg, third trimester (O29113)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29119,"Cardiac arrest due to anesth during preg, unsp trimester (O29119)","Cardiac arrest due to anesth during preg, unsp trimester (O29119)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29121,"Cardiac failure due to anesth during preg, first trimester (O29121)","Cardiac failure due to anesth during preg, first trimester (O29121)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29122,"Cardiac failure due to anesth during preg, second trimester (O29122)","Cardiac failure due to anesth during preg, second trimester (O29122)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O29123,"Cardiac failure due to anesth during preg, third trimester (O29123)","Cardiac failure due to anesth during preg, third trimester (O29123)",,Diagnosis,N/A,,,,
