Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:1090
,,ICD 10 - WHO:S31511A,"Lac w/o fb of unsp external genital organs, male, init (S31511A)","Lac w/o fb of unsp external genital organs, male, init (S31511A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31511D,"Lac w/o fb of unsp external genital organs, male, subs (S31511D)","Lac w/o fb of unsp external genital organs, male, subs (S31511D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31511S,"Lac w/o fb of unsp external genital organs, male, sequela (S31511S)","Lac w/o fb of unsp external genital organs, male, sequela (S31511S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31521A,"Laceration w fb of unsp external genital organs, male, init (S31521A)","Laceration w fb of unsp external genital organs, male, init (S31521A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31521D,"Laceration w fb of unsp external genital organs, male, subs (S31521D)","Laceration w fb of unsp external genital organs, male, subs (S31521D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31521S,"Lac w fb of unsp external genital organs, male, sequela (S31521S)","Lac w fb of unsp external genital organs, male, sequela (S31521S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31531A,"Pnctr w/o fb of unsp external genital organs, male, init (S31531A)","Pnctr w/o fb of unsp external genital organs, male, init (S31531A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31531D,"Pnctr w/o fb of unsp external genital organs, male, subs (S31531D)","Pnctr w/o fb of unsp external genital organs, male, subs (S31531D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31531S,"Pnctr w/o fb of unsp external genital organs, male, sequela (S31531S)","Pnctr w/o fb of unsp external genital organs, male, sequela (S31531S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31541A,"Pnctr w fb of unsp external genital organs, male, init (S31541A)","Pnctr w fb of unsp external genital organs, male, init (S31541A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31541D,"Pnctr w fb of unsp external genital organs, male, subs (S31541D)","Pnctr w fb of unsp external genital organs, male, subs (S31541D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31541S,"Pnctr w fb of unsp external genital organs, male, sequela (S31541S)","Pnctr w fb of unsp external genital organs, male, sequela (S31541S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31551A,"Open bite of unsp external genital organs, male, init encntr (S31551A)","Open bite of unsp external genital organs, male, init encntr (S31551A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31551D,"Open bite of unsp external genital organs, male, subs encntr (S31551D)","Open bite of unsp external genital organs, male, subs encntr (S31551D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S31551S,"Open bite of unsp external genital organs, male, sequela (S31551S)","Open bite of unsp external genital organs, male, sequela (S31551S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37822A,"Contusion of prostate, initial encounter (S37822A)","Contusion of prostate, initial encounter (S37822A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37822D,"Contusion of prostate, subsequent encounter (S37822D)","Contusion of prostate, subsequent encounter (S37822D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37822S,"Contusion of prostate, sequela (S37822S)","Contusion of prostate, sequela (S37822S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37823A,"Laceration of prostate, initial encounter (S37823A)","Laceration of prostate, initial encounter (S37823A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37823D,"Laceration of prostate, subsequent encounter (S37823D)","Laceration of prostate, subsequent encounter (S37823D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37823S,"Laceration of prostate, sequela (S37823S)","Laceration of prostate, sequela (S37823S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37828A,"Other injury of prostate, initial encounter (S37828A)","Other injury of prostate, initial encounter (S37828A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37828D,"Other injury of prostate, subsequent encounter (S37828D)","Other injury of prostate, subsequent encounter (S37828D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37828S,"Other injury of prostate, sequela (S37828S)","Other injury of prostate, sequela (S37828S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37829A,"Unspecified injury of prostate, initial encounter (S37829A)","Unspecified injury of prostate, initial encounter (S37829A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37829D,"Unspecified injury of prostate, subsequent encounter (S37829D)","Unspecified injury of prostate, subsequent encounter (S37829D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S37829S,"Unspecified injury of prostate, sequela (S37829S)","Unspecified injury of prostate, sequela (S37829S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38001A,"Crushing injury of unsp external genital organs, male, init (S38001A)","Crushing injury of unsp external genital organs, male, init (S38001A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38001D,"Crushing injury of unsp external genital organs, male, subs (S38001D)","Crushing injury of unsp external genital organs, male, subs (S38001D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38001S,"Crushing inj unsp external genital organs, male, sequela (S38001S)","Crushing inj unsp external genital organs, male, sequela (S38001S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S3801XA,"Crushing injury of penis, initial encounter (S3801XA)","Crushing injury of penis, initial encounter (S3801XA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S3801XD,"Crushing injury of penis, subsequent encounter (S3801XD)","Crushing injury of penis, subsequent encounter (S3801XD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S3801XS,"Crushing injury of penis, sequela (S3801XS)","Crushing injury of penis, sequela (S3801XS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S3802XA,"Crushing injury of scrotum and testis, initial encounter (S3802XA)","Crushing injury of scrotum and testis, initial encounter (S3802XA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S3802XD,"Crushing injury of scrotum and testis, subsequent encounter (S3802XD)","Crushing injury of scrotum and testis, subsequent encounter (S3802XD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S3802XS,"Crushing injury of scrotum and testis, sequela (S3802XS)","Crushing injury of scrotum and testis, sequela (S3802XS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38221A,"Complete traumatic amputation of penis, initial encounter (S38221A)","Complete traumatic amputation of penis, initial encounter (S38221A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38221D,"Complete traumatic amputation of penis, subsequent encounter (S38221D)","Complete traumatic amputation of penis, subsequent encounter (S38221D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38221S,"Complete traumatic amputation of penis, sequela (S38221S)","Complete traumatic amputation of penis, sequela (S38221S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38222A,"Partial traumatic amputation of penis, initial encounter (S38222A)","Partial traumatic amputation of penis, initial encounter (S38222A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38222D,"Partial traumatic amputation of penis, subsequent encounter (S38222D)","Partial traumatic amputation of penis, subsequent encounter (S38222D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38222S,"Partial traumatic amputation of penis, sequela (S38222S)","Partial traumatic amputation of penis, sequela (S38222S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38231A,"Complete traumatic amputation of scrotum and testis, init (S38231A)","Complete traumatic amputation of scrotum and testis, init (S38231A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38231D,"Complete traumatic amputation of scrotum and testis, subs (S38231D)","Complete traumatic amputation of scrotum and testis, subs (S38231D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38231S,"Complete traumatic amputation of scrotum and testis, sequela (S38231S)","Complete traumatic amputation of scrotum and testis, sequela (S38231S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38232A,"Partial traumatic amputation of scrotum and testis, init (S38232A)","Partial traumatic amputation of scrotum and testis, init (S38232A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38232D,"Partial traumatic amputation of scrotum and testis, subs (S38232D)","Partial traumatic amputation of scrotum and testis, subs (S38232D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S38232S,"Partial traumatic amputation of scrotum and testis, sequela (S38232S)","Partial traumatic amputation of scrotum and testis, sequela (S38232S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S39840A,"Fracture of corpus cavernosum penis, initial encounter (S39840A)","Fracture of corpus cavernosum penis, initial encounter (S39840A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S39840D,"Fracture of corpus cavernosum penis, subsequent encounter (S39840D)","Fracture of corpus cavernosum penis, subsequent encounter (S39840D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:S39840S,"Fracture of corpus cavernosum penis, sequela (S39840S)","Fracture of corpus cavernosum penis, sequela (S39840S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T194XXA,"Foreign body in penis, initial encounter (T194XXA)","Foreign body in penis, initial encounter (T194XXA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T194XXD,"Foreign body in penis, subsequent encounter (T194XXD)","Foreign body in penis, subsequent encounter (T194XXD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T194XXS,"Foreign body in penis, sequela (T194XXS)","Foreign body in penis, sequela (T194XXS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2106XA,"Burn of unsp degree of male genital region, init encntr (T2106XA)","Burn of unsp degree of male genital region, init encntr (T2106XA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2106XD,"Burn of unsp degree of male genital region, subs encntr (T2106XD)","Burn of unsp degree of male genital region, subs encntr (T2106XD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2106XS,"Burn of unspecified degree of male genital region, sequela (T2106XS)","Burn of unspecified degree of male genital region, sequela (T2106XS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2116XA,"Burn of first degree of male genital region, init encntr (T2116XA)","Burn of first degree of male genital region, init encntr (T2116XA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2116XD,"Burn of first degree of male genital region, subs encntr (T2116XD)","Burn of first degree of male genital region, subs encntr (T2116XD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2116XS,"Burn of first degree of male genital region, sequela (T2116XS)","Burn of first degree of male genital region, sequela (T2116XS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2126XA,"Burn of second degree of male genital region, init encntr (T2126XA)","Burn of second degree of male genital region, init encntr (T2126XA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2126XD,"Burn of second degree of male genital region, subs encntr (T2126XD)","Burn of second degree of male genital region, subs encntr (T2126XD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2126XS,"Burn of second degree of male genital region, sequela (T2126XS)","Burn of second degree of male genital region, sequela (T2126XS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2136XA,"Burn of third degree of male genital region, init encntr (T2136XA)","Burn of third degree of male genital region, init encntr (T2136XA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2136XD,"Burn of third degree of male genital region, subs encntr (T2136XD)","Burn of third degree of male genital region, subs encntr (T2136XD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2136XS,"Burn of third degree of male genital region, sequela (T2136XS)","Burn of third degree of male genital region, sequela (T2136XS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2146XA,"Corrosion of unsp degree of male genital region, init encntr (T2146XA)","Corrosion of unsp degree of male genital region, init encntr (T2146XA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2146XD,"Corrosion of unsp degree of male genital region, subs encntr (T2146XD)","Corrosion of unsp degree of male genital region, subs encntr (T2146XD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2146XS,"Corrosion of unsp degree of male genital region, sequela (T2146XS)","Corrosion of unsp degree of male genital region, sequela (T2146XS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2156XA,"Corrosion of first degree of male genital region, init (T2156XA)","Corrosion of first degree of male genital region, init (T2156XA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2156XD,"Corrosion of first degree of male genital region, subs (T2156XD)","Corrosion of first degree of male genital region, subs (T2156XD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2156XS,"Corrosion of first degree of male genital region, sequela (T2156XS)","Corrosion of first degree of male genital region, sequela (T2156XS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2166XA,"Corrosion of second degree of male genital region, init (T2166XA)","Corrosion of second degree of male genital region, init (T2166XA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2166XD,"Corrosion of second degree of male genital region, subs (T2166XD)","Corrosion of second degree of male genital region, subs (T2166XD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2166XS,"Corrosion of second degree of male genital region, sequela (T2166XS)","Corrosion of second degree of male genital region, sequela (T2166XS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2176XA,"Corrosion of third degree of male genital region, init (T2176XA)","Corrosion of third degree of male genital region, init (T2176XA)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2176XD,"Corrosion of third degree of male genital region, subs (T2176XD)","Corrosion of third degree of male genital region, subs (T2176XD)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T2176XS,"Corrosion of third degree of male genital region, sequela (T2176XS)","Corrosion of third degree of male genital region, sequela (T2176XS)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T83410A,"Breakdown of penile (implanted) prosthesis, init (T83410A)","Breakdown of penile (implanted) prosthesis, init (T83410A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T83410D,"Breakdown of penile (implanted) prosthesis, subs (T83410D)","Breakdown of penile (implanted) prosthesis, subs (T83410D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T83410S,"Breakdown of penile (implanted) prosthesis, sequela (T83410S)","Breakdown of penile (implanted) prosthesis, sequela (T83410S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T83420A,"Displacement of penile (implanted) prosthesis, init encntr (T83420A)","Displacement of penile (implanted) prosthesis, init encntr (T83420A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T83420D,"Displacement of penile (implanted) prosthesis, subs encntr (T83420D)","Displacement of penile (implanted) prosthesis, subs encntr (T83420D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T83420S,"Displacement of penile (implanted) prosthesis, sequela (T83420S)","Displacement of penile (implanted) prosthesis, sequela (T83420S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T83490A,"Mech compl of penile (implanted) prosthesis, init encntr (T83490A)","Mech compl of penile (implanted) prosthesis, init encntr (T83490A)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T83490D,"Mech compl of penile (implanted) prosthesis, subs encntr (T83490D)","Mech compl of penile (implanted) prosthesis, subs encntr (T83490D)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:T83490S,"Mech compl of penile (implanted) prosthesis, sequela (T83490S)","Mech compl of penile (implanted) prosthesis, sequela (T83490S)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z125,Encounter for screening for malignant neoplasm of prostate (Z125),Encounter for screening for malignant neoplasm of prostate (Z125),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z1271,Encounter for screening for malignant neoplasm of testis (Z1271),Encounter for screening for malignant neoplasm of testis (Z1271),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z1503,Genetic susceptibility to malignant neoplasm of prostate (Z1503),Genetic susceptibility to malignant neoplasm of prostate (Z1503),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z31440,Encntr male test for genetic dis carrier status for pro mgmt (Z31440),Encntr male test for genetic dis carrier status for pro mgmt (Z31440),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z412,Encounter for routine and ritual male circumcision (Z412),Encounter for routine and ritual male circumcision (Z412),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z8042,Family history of malignant neoplasm of prostate (Z8042),Family history of malignant neoplasm of prostate (Z8042),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z8043,Family history of malignant neoplasm of testis (Z8043),Family history of malignant neoplasm of testis (Z8043),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z8545,Personal history of malig neoplm of unsp male genital organ (Z8545),Personal history of malig neoplm of unsp male genital organ (Z8545),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z8546,Personal history of malignant neoplasm of prostate (Z8546),Personal history of malignant neoplasm of prostate (Z8546),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z8547,Personal history of malignant neoplasm of testis (Z8547),Personal history of malignant neoplasm of testis (Z8547),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z8548,Personal history of malignant neoplasm of epididymis (Z8548),Personal history of malignant neoplasm of epididymis (Z8548),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z8549,Personal history of malig neoplasm of male genital organs (Z8549),Personal history of malig neoplasm of male genital organs (Z8549),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z87710,Personal history of (corrected) hypospadias (Z87710),Personal history of (corrected) hypospadias (Z87710),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:D630,Anemia in neoplastic disease (D630),Anemia in neoplastic disease (D630),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:D631,Anemia in chronic kidney disease (D631),Anemia in chronic kidney disease (D631),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:D638,Anemia in other chronic diseases classified elsewhere (D638),Anemia in other chronic diseases classified elsewhere (D638),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:D641,Secondary sideroblastic anemia due to disease (D641),Secondary sideroblastic anemia due to disease (D641),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:D77,Oth disord of bld/bld-frm organs in diseases classd elswhr (D77),Oth disord of bld/bld-frm organs in diseases classd elswhr (D77),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:E35,Disorders of endocrine glands in diseases classd elswhr (E35),Disorders of endocrine glands in diseases classd elswhr (E35),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:F0280,Dementia in oth diseases classd elswhr w/o behavrl disturb (F0280),Dementia in oth diseases classd elswhr w/o behavrl disturb (F0280),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:F0281,Dementia in oth diseases classd elswhr w behavioral disturb (F0281),Dementia in oth diseases classd elswhr w behavioral disturb (F0281),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:F54,Psych & behavrl factors assoc w disord or dis classd elswhr (F54),Psych & behavrl factors assoc w disord or dis classd elswhr (F54),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G01,Meningitis in bacterial diseases classified elsewhere (G01),Meningitis in bacterial diseases classified elsewhere (G01),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G02,Meningitis in oth infec/parastc diseases classd elswhr (G02),Meningitis in oth infec/parastc diseases classd elswhr (G02),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G053,Encephalitis and encephalomyelitis in diseases classd elswhr (G053),Encephalitis and encephalomyelitis in diseases classd elswhr (G053),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G054,Myelitis in diseases classified elsewhere (G054),Myelitis in diseases classified elsewhere (G054),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G07,Intcrn & intraspinal abscs & granuloma in dis classd elswhr (G07),Intcrn & intraspinal abscs & granuloma in dis classd elswhr (G07),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G130,Paraneoplastic neuromyopathy and neuropathy (G130),Paraneoplastic neuromyopathy and neuropathy (G130),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G131,Oth systemic atrophy aff cnsl in neoplastic disease (G131),Oth systemic atrophy aff cnsl in neoplastic disease (G131),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G132,Systemic atrophy primarily affecting the cnsl in myxedema (G132),Systemic atrophy primarily affecting the cnsl in myxedema (G132),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G138,Systemic atrophy aff cnsl in oth diseases classd elswhr (G138),Systemic atrophy aff cnsl in oth diseases classd elswhr (G138),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G26,Extrapyramidal and movement disord in diseases classd elswhr (G26),Extrapyramidal and movement disord in diseases classd elswhr (G26),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G320,Subac comb degeneration of spinal cord in dis classd elswhr (G320),Subac comb degeneration of spinal cord in dis classd elswhr (G320),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G3281,Cerebellar ataxia in diseases classified elsewhere (G3281),Cerebellar ataxia in diseases classified elsewhere (G3281),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G3289,Oth degeneratv disord of nervous sys in dis classd elswhr (G3289),Oth degeneratv disord of nervous sys in dis classd elswhr (G3289),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G4727,Circadian rhythm sleep disorder in conditions classd elswhr (G4727),Circadian rhythm sleep disorder in conditions classd elswhr (G4727),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G4736,Sleep related hypoventilation in conditions classd elswhr (G4736),Sleep related hypoventilation in conditions classd elswhr (G4736),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G4737,Central sleep apnea in conditions classified elsewhere (G4737),Central sleep apnea in conditions classified elsewhere (G4737),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G47421,Narcolepsy in conditions classified elsewhere with cataplexy (G47421),Narcolepsy in conditions classified elsewhere with cataplexy (G47421),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G47429,Narcolepsy in conditions classified elsewhere w/o cataplexy (G47429),Narcolepsy in conditions classified elsewhere w/o cataplexy (G47429),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G4754,Parasomnia in conditions classified elsewhere (G4754),Parasomnia in conditions classified elsewhere (G4754),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G53,Cranial nerve disorders in diseases classified elsewhere (G53),Cranial nerve disorders in diseases classified elsewhere (G53),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G55,Nerve root and plexus compressions in diseases classd elswhr (G55),Nerve root and plexus compressions in diseases classd elswhr (G55),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G59,Mononeuropathy in diseases classified elsewhere (G59),Mononeuropathy in diseases classified elsewhere (G59),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G63,Polyneuropathy in diseases classified elsewhere (G63),Polyneuropathy in diseases classified elsewhere (G63),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G7081,Lambert-Eaton syndrome in disease classified elsewhere (G7081),Lambert-Eaton syndrome in disease classified elsewhere (G7081),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G731,Lambert-Eaton syndrome in neoplastic disease (G731),Lambert-Eaton syndrome in neoplastic disease (G731),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G733,Myasthenic syndromes in other diseases classified elsewhere (G733),Myasthenic syndromes in other diseases classified elsewhere (G733),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G737,Myopathy in diseases classified elsewhere (G737),Myopathy in diseases classified elsewhere (G737),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G914,Hydrocephalus in diseases classified elsewhere (G914),Hydrocephalus in diseases classified elsewhere (G914),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G94,Other disorders of brain in diseases classified elsewhere (G94),Other disorders of brain in diseases classified elsewhere (G94),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G990,Autonomic neuropathy in diseases classified elsewhere (G990),Autonomic neuropathy in diseases classified elsewhere (G990),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G992,Myelopathy in diseases classified elsewhere (G992),Myelopathy in diseases classified elsewhere (G992),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:G998,Oth disrd of nervous system in diseases classified elsewhere (G998),Oth disrd of nervous system in diseases classified elsewhere (G998),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:H22,Disorders of iris and ciliary body in diseases classd elswhr (H22),Disorders of iris and ciliary body in diseases classd elswhr (H22),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:H28,Cataract in diseases classified elsewhere (H28),Cataract in diseases classified elsewhere (H28),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:H32,Chorioretinal disorders in diseases classified elsewhere (H32),Chorioretinal disorders in diseases classified elsewhere (H32),,Diagnosis,N/A,,,,
