Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:5050
,,ICD 10 - WHO:O359XX1,"Maternal care for fetal abnlt and damage, unsp, fetus 1 (O359XX1)","Maternal care for fetal abnlt and damage, unsp, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O359XX2,"Maternal care for fetal abnlt and damage, unsp, fetus 2 (O359XX2)","Maternal care for fetal abnlt and damage, unsp, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O359XX3,"Maternal care for fetal abnlt and damage, unsp, fetus 3 (O359XX3)","Maternal care for fetal abnlt and damage, unsp, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O359XX4,"Maternal care for fetal abnlt and damage, unsp, fetus 4 (O359XX4)","Maternal care for fetal abnlt and damage, unsp, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O359XX5,"Maternal care for fetal abnlt and damage, unsp, fetus 5 (O359XX5)","Maternal care for fetal abnlt and damage, unsp, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O359XX9,"Maternal care for fetal abnormality and damage, unsp, oth (O359XX9)","Maternal care for fetal abnormality and damage, unsp, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360110,"Maternal care for anti-D antibodies, first trimester, unsp (O360110)","Maternal care for anti-D antibodies, first trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360111,"Maternal care for anti-D antibodies, first tri, fetus 1 (O360111)","Maternal care for anti-D antibodies, first tri, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360112,"Maternal care for anti-D antibodies, first tri, fetus 2 (O360112)","Maternal care for anti-D antibodies, first tri, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360113,"Maternal care for anti-D antibodies, first tri, fetus 3 (O360113)","Maternal care for anti-D antibodies, first tri, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360114,"Maternal care for anti-D antibodies, first tri, fetus 4 (O360114)","Maternal care for anti-D antibodies, first tri, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360115,"Maternal care for anti-D antibodies, first tri, fetus 5 (O360115)","Maternal care for anti-D antibodies, first tri, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360119,"Maternal care for anti-D antibodies, first trimester, oth (O360119)","Maternal care for anti-D antibodies, first trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360120,"Maternal care for anti-D antibodies, second trimester, unsp (O360120)","Maternal care for anti-D antibodies, second trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360121,"Maternal care for anti-D antibodies, second tri, fetus 1 (O360121)","Maternal care for anti-D antibodies, second tri, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360122,"Maternal care for anti-D antibodies, second tri, fetus 2 (O360122)","Maternal care for anti-D antibodies, second tri, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360123,"Maternal care for anti-D antibodies, second tri, fetus 3 (O360123)","Maternal care for anti-D antibodies, second tri, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360124,"Maternal care for anti-D antibodies, second tri, fetus 4 (O360124)","Maternal care for anti-D antibodies, second tri, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360125,"Maternal care for anti-D antibodies, second tri, fetus 5 (O360125)","Maternal care for anti-D antibodies, second tri, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360129,"Maternal care for anti-D antibodies, second trimester, oth (O360129)","Maternal care for anti-D antibodies, second trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360130,"Maternal care for anti-D antibodies, third trimester, unsp (O360130)","Maternal care for anti-D antibodies, third trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360131,"Maternal care for anti-D antibodies, third tri, fetus 1 (O360131)","Maternal care for anti-D antibodies, third tri, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360132,"Maternal care for anti-D antibodies, third tri, fetus 2 (O360132)","Maternal care for anti-D antibodies, third tri, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360133,"Maternal care for anti-D antibodies, third tri, fetus 3 (O360133)","Maternal care for anti-D antibodies, third tri, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360134,"Maternal care for anti-D antibodies, third tri, fetus 4 (O360134)","Maternal care for anti-D antibodies, third tri, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360135,"Maternal care for anti-D antibodies, third tri, fetus 5 (O360135)","Maternal care for anti-D antibodies, third tri, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360139,"Maternal care for anti-D antibodies, third trimester, oth (O360139)","Maternal care for anti-D antibodies, third trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360190,"Maternal care for anti-D antibodies, unsp trimester, unsp (O360190)","Maternal care for anti-D antibodies, unsp trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360191,"Maternal care for anti-D antibodies, unsp trimester, fetus 1 (O360191)","Maternal care for anti-D antibodies, unsp trimester, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360192,"Maternal care for anti-D antibodies, unsp trimester, fetus 2 (O360192)","Maternal care for anti-D antibodies, unsp trimester, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360193,"Maternal care for anti-D antibodies, unsp trimester, fetus 3 (O360193)","Maternal care for anti-D antibodies, unsp trimester, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360194,"Maternal care for anti-D antibodies, unsp trimester, fetus 4 (O360194)","Maternal care for anti-D antibodies, unsp trimester, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360195,"Maternal care for anti-D antibodies, unsp trimester, fetus 5 (O360195)","Maternal care for anti-D antibodies, unsp trimester, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360199,"Maternal care for anti-D antibodies, unsp trimester, oth (O360199)","Maternal care for anti-D antibodies, unsp trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360910,"Maternal care for oth rhesus isoimmun, first trimester, unsp (O360910)","Maternal care for oth rhesus isoimmun, first trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360911,"Maternal care for oth rhesus isoimmun, first tri, fetus 1 (O360911)","Maternal care for oth rhesus isoimmun, first tri, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360912,"Maternal care for oth rhesus isoimmun, first tri, fetus 2 (O360912)","Maternal care for oth rhesus isoimmun, first tri, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360913,"Maternal care for oth rhesus isoimmun, first tri, fetus 3 (O360913)","Maternal care for oth rhesus isoimmun, first tri, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360914,"Maternal care for oth rhesus isoimmun, first tri, fetus 4 (O360914)","Maternal care for oth rhesus isoimmun, first tri, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360915,"Maternal care for oth rhesus isoimmun, first tri, fetus 5 (O360915)","Maternal care for oth rhesus isoimmun, first tri, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360919,"Maternal care for oth rhesus isoimmun, first trimester, oth (O360919)","Maternal care for oth rhesus isoimmun, first trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360920,"Maternal care for oth rhesus isoimmun, second tri, unsp (O360920)","Maternal care for oth rhesus isoimmun, second tri, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360921,"Maternal care for oth rhesus isoimmun, second tri, fetus 1 (O360921)","Maternal care for oth rhesus isoimmun, second tri, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360922,"Maternal care for oth rhesus isoimmun, second tri, fetus 2 (O360922)","Maternal care for oth rhesus isoimmun, second tri, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360923,"Maternal care for oth rhesus isoimmun, second tri, fetus 3 (O360923)","Maternal care for oth rhesus isoimmun, second tri, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360924,"Maternal care for oth rhesus isoimmun, second tri, fetus 4 (O360924)","Maternal care for oth rhesus isoimmun, second tri, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360925,"Maternal care for oth rhesus isoimmun, second tri, fetus 5 (O360925)","Maternal care for oth rhesus isoimmun, second tri, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360929,"Maternal care for oth rhesus isoimmun, second trimester, oth (O360929)","Maternal care for oth rhesus isoimmun, second trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360930,"Maternal care for oth rhesus isoimmun, third trimester, unsp (O360930)","Maternal care for oth rhesus isoimmun, third trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360931,"Maternal care for oth rhesus isoimmun, third tri, fetus 1 (O360931)","Maternal care for oth rhesus isoimmun, third tri, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360932,"Maternal care for oth rhesus isoimmun, third tri, fetus 2 (O360932)","Maternal care for oth rhesus isoimmun, third tri, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360933,"Maternal care for oth rhesus isoimmun, third tri, fetus 3 (O360933)","Maternal care for oth rhesus isoimmun, third tri, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360934,"Maternal care for oth rhesus isoimmun, third tri, fetus 4 (O360934)","Maternal care for oth rhesus isoimmun, third tri, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360935,"Maternal care for oth rhesus isoimmun, third tri, fetus 5 (O360935)","Maternal care for oth rhesus isoimmun, third tri, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360939,"Maternal care for oth rhesus isoimmun, third trimester, oth (O360939)","Maternal care for oth rhesus isoimmun, third trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360990,"Maternal care for oth rhesus isoimmun, unsp trimester, unsp (O360990)","Maternal care for oth rhesus isoimmun, unsp trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360991,"Maternal care for oth rhesus isoimmun, unsp tri, fetus 1 (O360991)","Maternal care for oth rhesus isoimmun, unsp tri, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360992,"Maternal care for oth rhesus isoimmun, unsp tri, fetus 2 (O360992)","Maternal care for oth rhesus isoimmun, unsp tri, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360993,"Maternal care for oth rhesus isoimmun, unsp tri, fetus 3 (O360993)","Maternal care for oth rhesus isoimmun, unsp tri, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360994,"Maternal care for oth rhesus isoimmun, unsp tri, fetus 4 (O360994)","Maternal care for oth rhesus isoimmun, unsp tri, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360995,"Maternal care for oth rhesus isoimmun, unsp tri, fetus 5 (O360995)","Maternal care for oth rhesus isoimmun, unsp tri, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O360999,"Maternal care for oth rhesus isoimmun, unsp trimester, oth (O360999)","Maternal care for oth rhesus isoimmun, unsp trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361110,"Maternal care for Anti-A sensitization, first tri, unsp (O361110)","Maternal care for Anti-A sensitization, first tri, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361111,"Maternal care for Anti-A sensitization, first tri, fetus 1 (O361111)","Maternal care for Anti-A sensitization, first tri, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361112,"Maternal care for Anti-A sensitization, first tri, fetus 2 (O361112)","Maternal care for Anti-A sensitization, first tri, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361113,"Maternal care for Anti-A sensitization, first tri, fetus 3 (O361113)","Maternal care for Anti-A sensitization, first tri, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361114,"Maternal care for Anti-A sensitization, first tri, fetus 4 (O361114)","Maternal care for Anti-A sensitization, first tri, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361115,"Maternal care for Anti-A sensitization, first tri, fetus 5 (O361115)","Maternal care for Anti-A sensitization, first tri, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361119,"Maternal care for Anti-A sensitization, first trimester, oth (O361119)","Maternal care for Anti-A sensitization, first trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361120,"Maternal care for Anti-A sensitization, second tri, unsp (O361120)","Maternal care for Anti-A sensitization, second tri, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361121,"Maternal care for Anti-A sensitization, second tri, fetus 1 (O361121)","Maternal care for Anti-A sensitization, second tri, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361122,"Maternal care for Anti-A sensitization, second tri, fetus 2 (O361122)","Maternal care for Anti-A sensitization, second tri, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361123,"Maternal care for Anti-A sensitization, second tri, fetus 3 (O361123)","Maternal care for Anti-A sensitization, second tri, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361124,"Maternal care for Anti-A sensitization, second tri, fetus 4 (O361124)","Maternal care for Anti-A sensitization, second tri, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361125,"Maternal care for Anti-A sensitization, second tri, fetus 5 (O361125)","Maternal care for Anti-A sensitization, second tri, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361129,"Maternal care for Anti-A sensitization, second tri, oth (O361129)","Maternal care for Anti-A sensitization, second tri, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361130,"Maternal care for Anti-A sensitization, third tri, unsp (O361130)","Maternal care for Anti-A sensitization, third tri, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361131,"Maternal care for Anti-A sensitization, third tri, fetus 1 (O361131)","Maternal care for Anti-A sensitization, third tri, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361132,"Maternal care for Anti-A sensitization, third tri, fetus 2 (O361132)","Maternal care for Anti-A sensitization, third tri, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361133,"Maternal care for Anti-A sensitization, third tri, fetus 3 (O361133)","Maternal care for Anti-A sensitization, third tri, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361134,"Maternal care for Anti-A sensitization, third tri, fetus 4 (O361134)","Maternal care for Anti-A sensitization, third tri, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361135,"Maternal care for Anti-A sensitization, third tri, fetus 5 (O361135)","Maternal care for Anti-A sensitization, third tri, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361139,"Maternal care for Anti-A sensitization, third trimester, oth (O361139)","Maternal care for Anti-A sensitization, third trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361190,"Maternal care for Anti-A sensitization, unsp trimester, unsp (O361190)","Maternal care for Anti-A sensitization, unsp trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361191,"Maternal care for Anti-A sensitization, unsp tri, fetus 1 (O361191)","Maternal care for Anti-A sensitization, unsp tri, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361192,"Maternal care for Anti-A sensitization, unsp tri, fetus 2 (O361192)","Maternal care for Anti-A sensitization, unsp tri, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361193,"Maternal care for Anti-A sensitization, unsp tri, fetus 3 (O361193)","Maternal care for Anti-A sensitization, unsp tri, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361194,"Maternal care for Anti-A sensitization, unsp tri, fetus 4 (O361194)","Maternal care for Anti-A sensitization, unsp tri, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361195,"Maternal care for Anti-A sensitization, unsp tri, fetus 5 (O361195)","Maternal care for Anti-A sensitization, unsp tri, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361199,"Maternal care for Anti-A sensitization, unsp trimester, oth (O361199)","Maternal care for Anti-A sensitization, unsp trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361910,"Maternal care for oth isoimmunization, first trimester, unsp (O361910)","Maternal care for oth isoimmunization, first trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361911,"Maternal care for oth isoimmun, first trimester, fetus 1 (O361911)","Maternal care for oth isoimmun, first trimester, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361912,"Maternal care for oth isoimmun, first trimester, fetus 2 (O361912)","Maternal care for oth isoimmun, first trimester, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361913,"Maternal care for oth isoimmun, first trimester, fetus 3 (O361913)","Maternal care for oth isoimmun, first trimester, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361914,"Maternal care for oth isoimmun, first trimester, fetus 4 (O361914)","Maternal care for oth isoimmun, first trimester, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361915,"Maternal care for oth isoimmun, first trimester, fetus 5 (O361915)","Maternal care for oth isoimmun, first trimester, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361919,"Maternal care for oth isoimmunization, first trimester, oth (O361919)","Maternal care for oth isoimmunization, first trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361920,"Maternal care for oth isoimmun, second trimester, unsp (O361920)","Maternal care for oth isoimmun, second trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361921,"Maternal care for oth isoimmun, second trimester, fetus 1 (O361921)","Maternal care for oth isoimmun, second trimester, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361922,"Maternal care for oth isoimmun, second trimester, fetus 2 (O361922)","Maternal care for oth isoimmun, second trimester, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361923,"Maternal care for oth isoimmun, second trimester, fetus 3 (O361923)","Maternal care for oth isoimmun, second trimester, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361924,"Maternal care for oth isoimmun, second trimester, fetus 4 (O361924)","Maternal care for oth isoimmun, second trimester, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361925,"Maternal care for oth isoimmun, second trimester, fetus 5 (O361925)","Maternal care for oth isoimmun, second trimester, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361929,"Maternal care for oth isoimmunization, second trimester, oth (O361929)","Maternal care for oth isoimmunization, second trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361930,"Maternal care for oth isoimmunization, third trimester, unsp (O361930)","Maternal care for oth isoimmunization, third trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361931,"Maternal care for oth isoimmun, third trimester, fetus 1 (O361931)","Maternal care for oth isoimmun, third trimester, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361932,"Maternal care for oth isoimmun, third trimester, fetus 2 (O361932)","Maternal care for oth isoimmun, third trimester, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361933,"Maternal care for oth isoimmun, third trimester, fetus 3 (O361933)","Maternal care for oth isoimmun, third trimester, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361934,"Maternal care for oth isoimmun, third trimester, fetus 4 (O361934)","Maternal care for oth isoimmun, third trimester, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361935,"Maternal care for oth isoimmun, third trimester, fetus 5 (O361935)","Maternal care for oth isoimmun, third trimester, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361939,"Maternal care for oth isoimmunization, third trimester, oth (O361939)","Maternal care for oth isoimmunization, third trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361990,"Maternal care for oth isoimmunization, unsp trimester, unsp (O361990)","Maternal care for oth isoimmunization, unsp trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361991,"Maternal care for oth isoimmun, unsp trimester, fetus 1 (O361991)","Maternal care for oth isoimmun, unsp trimester, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361992,"Maternal care for oth isoimmun, unsp trimester, fetus 2 (O361992)","Maternal care for oth isoimmun, unsp trimester, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361993,"Maternal care for oth isoimmun, unsp trimester, fetus 3 (O361993)","Maternal care for oth isoimmun, unsp trimester, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361994,"Maternal care for oth isoimmun, unsp trimester, fetus 4 (O361994)","Maternal care for oth isoimmun, unsp trimester, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361995,"Maternal care for oth isoimmun, unsp trimester, fetus 5 (O361995)","Maternal care for oth isoimmun, unsp trimester, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O361999,"Maternal care for oth isoimmunization, unsp trimester, oth (O361999)","Maternal care for oth isoimmunization, unsp trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3620X0,"Maternal care for hydrops fetalis, unsp trimester, unsp (O3620X0)","Maternal care for hydrops fetalis, unsp trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3620X1,"Maternal care for hydrops fetalis, unsp trimester, fetus 1 (O3620X1)","Maternal care for hydrops fetalis, unsp trimester, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3620X2,"Maternal care for hydrops fetalis, unsp trimester, fetus 2 (O3620X2)","Maternal care for hydrops fetalis, unsp trimester, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3620X3,"Maternal care for hydrops fetalis, unsp trimester, fetus 3 (O3620X3)","Maternal care for hydrops fetalis, unsp trimester, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3620X4,"Maternal care for hydrops fetalis, unsp trimester, fetus 4 (O3620X4)","Maternal care for hydrops fetalis, unsp trimester, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3620X5,"Maternal care for hydrops fetalis, unsp trimester, fetus 5 (O3620X5)","Maternal care for hydrops fetalis, unsp trimester, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3620X9,"Maternal care for hydrops fetalis, unsp trimester, oth fetus (O3620X9)","Maternal care for hydrops fetalis, unsp trimester, oth fetus",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3621X0,"Maternal care for hydrops fetalis, first trimester, unsp (O3621X0)","Maternal care for hydrops fetalis, first trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3621X1,"Maternal care for hydrops fetalis, first trimester, fetus 1 (O3621X1)","Maternal care for hydrops fetalis, first trimester, fetus 1",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3621X2,"Maternal care for hydrops fetalis, first trimester, fetus 2 (O3621X2)","Maternal care for hydrops fetalis, first trimester, fetus 2",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3621X3,"Maternal care for hydrops fetalis, first trimester, fetus 3 (O3621X3)","Maternal care for hydrops fetalis, first trimester, fetus 3",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3621X4,"Maternal care for hydrops fetalis, first trimester, fetus 4 (O3621X4)","Maternal care for hydrops fetalis, first trimester, fetus 4",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3621X5,"Maternal care for hydrops fetalis, first trimester, fetus 5 (O3621X5)","Maternal care for hydrops fetalis, first trimester, fetus 5",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3621X9,"Maternal care for hydrops fetalis, first trimester, oth (O3621X9)","Maternal care for hydrops fetalis, first trimester, oth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3622X0,"Maternal care for hydrops fetalis, second trimester, unsp (O3622X0)","Maternal care for hydrops fetalis, second trimester, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O3622X1,"Maternal care for hydrops fetalis, second trimester, fetus 1 (O3622X1)","Maternal care for hydrops fetalis, second trimester, fetus 1",,Diagnosis,N/A,,,,
