Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:5030
,,ICD 10 - WHO:P520,"Intraventricular hemorrhage, grade 1, of newborn (P520)","Intraventricular hemorrhage, grade 1, of newborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P521,"Intraventricular hemorrhage, grade 2, of newborn (P521)","Intraventricular hemorrhage, grade 2, of newborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P5221,"Intraventricular hemorrhage, grade 3, of newborn (P5221)","Intraventricular hemorrhage, grade 3, of newborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P5222,"Intraventricular hemorrhage, grade 4, of newborn (P5222)","Intraventricular hemorrhage, grade 4, of newborn",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P523,Unsp intraventricular (nontraumatic) hemorrhage of newborn (P523),Unsp intraventricular (nontraumatic) hemorrhage of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P524,Intracerebral (nontraumatic) hemorrhage of newborn (P524),Intracerebral (nontraumatic) hemorrhage of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P525,Subarachnoid (nontraumatic) hemorrhage of newborn (P525),Subarachnoid (nontraumatic) hemorrhage of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P526,Cerebellar and posterior fossa hemorrhage of newborn (P526),Cerebellar and posterior fossa hemorrhage of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P528,Other intracranial (nontraumatic) hemorrhages of newborn (P528),Other intracranial (nontraumatic) hemorrhages of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P529,"Intracranial (nontraumatic) hemorrhage of newborn, unsp (P529)","Intracranial (nontraumatic) hemorrhage of newborn, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P53,Hemorrhagic disease of newborn (P53),Hemorrhagic disease of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P540,Neonatal hematemesis (P540),Neonatal hematemesis,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P541,Neonatal melena (P541),Neonatal melena,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P542,Neonatal rectal hemorrhage (P542),Neonatal rectal hemorrhage,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P543,Other neonatal gastrointestinal hemorrhage (P543),Other neonatal gastrointestinal hemorrhage,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P544,Neonatal adrenal hemorrhage (P544),Neonatal adrenal hemorrhage,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P545,Neonatal cutaneous hemorrhage (P545),Neonatal cutaneous hemorrhage,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P546,Neonatal vaginal hemorrhage (P546),Neonatal vaginal hemorrhage,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P548,Other specified neonatal hemorrhages (P548),Other specified neonatal hemorrhages,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P549,"Neonatal hemorrhage, unspecified (P549)","Neonatal hemorrhage, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P550,Rh isoimmunization of newborn (P550),Rh isoimmunization of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P551,ABO isoimmunization of newborn (P551),ABO isoimmunization of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P558,Other hemolytic diseases of newborn (P558),Other hemolytic diseases of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P559,"Hemolytic disease of newborn, unspecified (P559)","Hemolytic disease of newborn, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P560,Hydrops fetalis due to isoimmunization (P560),Hydrops fetalis due to isoimmunization,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P5690,Hydrops fetalis due to unspecified hemolytic disease (P5690),Hydrops fetalis due to unspecified hemolytic disease,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P5699,Hydrops fetalis due to other hemolytic disease (P5699),Hydrops fetalis due to other hemolytic disease,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P570,Kernicterus due to isoimmunization (P570),Kernicterus due to isoimmunization,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P578,Other specified kernicterus (P578),Other specified kernicterus,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P579,"Kernicterus, unspecified (P579)","Kernicterus, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P580,Neonatal jaundice due to bruising (P580),Neonatal jaundice due to bruising,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P581,Neonatal jaundice due to bleeding (P581),Neonatal jaundice due to bleeding,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P582,Neonatal jaundice due to infection (P582),Neonatal jaundice due to infection,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P583,Neonatal jaundice due to polycythemia (P583),Neonatal jaundice due to polycythemia,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P5841,NB jaund due to drugs or toxins transmitted from mother (P5841),NB jaund due to drugs or toxins transmitted from mother,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P5842,Neonatal jaundice due to drugs or toxins given to newborn (P5842),Neonatal jaundice due to drugs or toxins given to newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P585,Neonatal jaundice due to swallowed maternal blood (P585),Neonatal jaundice due to swallowed maternal blood,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P588,Neonatal jaundice due to other specified excessive hemolysis (P588),Neonatal jaundice due to other specified excessive hemolysis,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P589,"Neonatal jaundice due to excessive hemolysis, unspecified (P589)","Neonatal jaundice due to excessive hemolysis, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P590,Neonatal jaundice associated with preterm delivery (P590),Neonatal jaundice associated with preterm delivery,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P591,Inspissated bile syndrome (P591),Inspissated bile syndrome,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P5920,Neonatal jaundice from unspecified hepatocellular damage (P5920),Neonatal jaundice from unspecified hepatocellular damage,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P5929,Neonatal jaundice from other hepatocellular damage (P5929),Neonatal jaundice from other hepatocellular damage,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P593,Neonatal jaundice from breast milk inhibitor (P593),Neonatal jaundice from breast milk inhibitor,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P598,Neonatal jaundice from other specified causes (P598),Neonatal jaundice from other specified causes,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P599,"Neonatal jaundice, unspecified (P599)","Neonatal jaundice, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P60,Disseminated intravascular coagulation of newborn (P60),Disseminated intravascular coagulation of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P610,Transient neonatal thrombocytopenia (P610),Transient neonatal thrombocytopenia,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P611,Polycythemia neonatorum (P611),Polycythemia neonatorum,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P612,Anemia of prematurity (P612),Anemia of prematurity,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P613,Congenital anemia from fetal blood loss (P613),Congenital anemia from fetal blood loss,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P614,"Other congenital anemias, not elsewhere classified (P614)","Other congenital anemias, not elsewhere classified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P615,Transient neonatal neutropenia (P615),Transient neonatal neutropenia,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P616,Other transient neonatal disorders of coagulation (P616),Other transient neonatal disorders of coagulation,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P618,Other specified perinatal hematological disorders (P618),Other specified perinatal hematological disorders,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P619,"Perinatal hematological disorder, unspecified (P619)","Perinatal hematological disorder, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P700,Syndrome of infant of mother with gestational diabetes (P700),Syndrome of infant of mother with gestational diabetes,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P701,Syndrome of infant of a diabetic mother (P701),Syndrome of infant of a diabetic mother,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P702,Neonatal diabetes mellitus (P702),Neonatal diabetes mellitus,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P703,Iatrogenic neonatal hypoglycemia (P703),Iatrogenic neonatal hypoglycemia,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P704,Other neonatal hypoglycemia (P704),Other neonatal hypoglycemia,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P708,Oth transitory disorders of carbohydrate metab of newborn (P708),Oth transitory disorders of carbohydrate metab of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P709,"Transitory disorder of carbohydrate metab of newborn, unsp (P709)","Transitory disorder of carbohydrate metab of newborn, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P710,Cow's milk hypocalcemia in newborn (P710),Cow's milk hypocalcemia in newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P711,Other neonatal hypocalcemia (P711),Other neonatal hypocalcemia,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P712,Neonatal hypomagnesemia (P712),Neonatal hypomagnesemia,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P713,Neonatal tetany without calcium or magnesium deficiency (P713),Neonatal tetany without calcium or magnesium deficiency,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P714,Transitory neonatal hypoparathyroidism (P714),Transitory neonatal hypoparathyroidism,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P718,Oth transitory neonatal disord of calcium & magnesium metab (P718),Oth transitory neonatal disord of calcium & magnesium metab,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P719,"Transitory neonatal disord of calcium & magnesium metab,unsp (P719)","Transitory neonatal disord of calcium & magnesium metab,unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P720,"Neonatal goiter, not elsewhere classified (P720)","Neonatal goiter, not elsewhere classified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P721,Transitory neonatal hyperthyroidism (P721),Transitory neonatal hyperthyroidism,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P722,"Oth transitory neonatal disorders of thyroid function, NEC (P722)","Oth transitory neonatal disorders of thyroid function, NEC",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P728,Other specified transitory neonatal endocrine disorders (P728),Other specified transitory neonatal endocrine disorders,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P729,"Transitory neonatal endocrine disorder, unspecified (P729)","Transitory neonatal endocrine disorder, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P740,Late metabolic acidosis of newborn (P740),Late metabolic acidosis of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P741,Dehydration of newborn (P741),Dehydration of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P742,Disturbances of sodium balance of newborn (P742),Disturbances of sodium balance of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P743,Disturbances of potassium balance of newborn (P743),Disturbances of potassium balance of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P744,Other transitory electrolyte disturbances of newborn (P744),Other transitory electrolyte disturbances of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P745,Transitory tyrosinemia of newborn (P745),Transitory tyrosinemia of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P746,Transitory hyperammonemia of newborn (P746),Transitory hyperammonemia of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P748,Other transitory metabolic disturbances of newborn (P748),Other transitory metabolic disturbances of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P749,"Transitory metabolic disturbance of newborn, unspecified (P749)","Transitory metabolic disturbance of newborn, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P760,Meconium plug syndrome (P760),Meconium plug syndrome,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P761,Transitory ileus of newborn (P761),Transitory ileus of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P762,Intestinal obstruction due to inspissated milk (P762),Intestinal obstruction due to inspissated milk,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P768,Other specified intestinal obstruction of newborn (P768),Other specified intestinal obstruction of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P769,"Intestinal obstruction of newborn, unspecified (P769)","Intestinal obstruction of newborn, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P771,Stage 1 necrotizing enterocolitis in newborn (P771),Stage 1 necrotizing enterocolitis in newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P772,Stage 2 necrotizing enterocolitis in newborn (P772),Stage 2 necrotizing enterocolitis in newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P773,Stage 3 necrotizing enterocolitis in newborn (P773),Stage 3 necrotizing enterocolitis in newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P779,"Necrotizing enterocolitis in newborn, unspecified (P779)","Necrotizing enterocolitis in newborn, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P780,Perinatal intestinal perforation (P780),Perinatal intestinal perforation,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P781,Other neonatal peritonitis (P781),Other neonatal peritonitis,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P782,Neonatal hematemesis and melena d/t swallowed matern blood (P782),Neonatal hematemesis and melena d/t swallowed matern blood,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P783,Noninfective neonatal diarrhea (P783),Noninfective neonatal diarrhea,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P7881,Congenital cirrhosis (of liver) (P7881),Congenital cirrhosis (of liver),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P7882,Peptic ulcer of newborn (P7882),Peptic ulcer of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P7883,Newborn esophageal reflux (P7883),Newborn esophageal reflux,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P7889,Other specified perinatal digestive system disorders (P7889),Other specified perinatal digestive system disorders,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P789,"Perinatal digestive system disorder, unspecified (P789)","Perinatal digestive system disorder, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P800,Cold injury syndrome (P800),Cold injury syndrome,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P808,Other hypothermia of newborn (P808),Other hypothermia of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P809,"Hypothermia of newborn, unspecified (P809)","Hypothermia of newborn, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P810,Environmental hyperthermia of newborn (P810),Environmental hyperthermia of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P818,Oth disturbances of temperature regulation of newborn (P818),Oth disturbances of temperature regulation of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P819,"Disturbance of temperature regulation of newborn, unsp (P819)","Disturbance of temperature regulation of newborn, unsp",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P830,Sclerema neonatorum (P830),Sclerema neonatorum,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P831,Neonatal erythema toxicum (P831),Neonatal erythema toxicum,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P832,Hydrops fetalis not due to hemolytic disease (P832),Hydrops fetalis not due to hemolytic disease,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P8330,Unspecified edema specific to newborn (P8330),Unspecified edema specific to newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P8339,Other edema specific to newborn (P8339),Other edema specific to newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P834,Breast engorgement of newborn (P834),Breast engorgement of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P836,Umbilical polyp of newborn (P836),Umbilical polyp of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P838,Other specified conditions of integument specific to newborn (P838),Other specified conditions of integument specific to newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P839,"Condition of the integument specific to newborn, unspecified (P839)","Condition of the integument specific to newborn, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P84,Other problems with newborn (P84),Other problems with newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P90,Convulsions of newborn (P90),Convulsions of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P910,Neonatal cerebral ischemia (P910),Neonatal cerebral ischemia,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P911,Acquired periventricular cysts of newborn (P911),Acquired periventricular cysts of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P912,Neonatal cerebral leukomalacia (P912),Neonatal cerebral leukomalacia,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P913,Neonatal cerebral irritability (P913),Neonatal cerebral irritability,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P914,Neonatal cerebral depression (P914),Neonatal cerebral depression,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P915,Neonatal coma (P915),Neonatal coma,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P9160,"Hypoxic ischemic encephalopathy [HIE], unspecified (P9160)","Hypoxic ischemic encephalopathy [HIE], unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P9161,Mild hypoxic ischemic encephalopathy [HIE] (P9161),Mild hypoxic ischemic encephalopathy [HIE],,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P9162,Moderate hypoxic ischemic encephalopathy [HIE] (P9162),Moderate hypoxic ischemic encephalopathy [HIE],,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P9163,Severe hypoxic ischemic encephalopathy [HIE] (P9163),Severe hypoxic ischemic encephalopathy [HIE],,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P918,Other specified disturbances of cerebral status of newborn (P918),Other specified disturbances of cerebral status of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P919,"Disturbance of cerebral status of newborn, unspecified (P919)","Disturbance of cerebral status of newborn, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P9201,Bilious vomiting of newborn (P9201),Bilious vomiting of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P9209,Other vomiting of newborn (P9209),Other vomiting of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P921,Regurgitation and rumination of newborn (P921),Regurgitation and rumination of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P922,Slow feeding of newborn (P922),Slow feeding of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P923,Underfeeding of newborn (P923),Underfeeding of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P924,Overfeeding of newborn (P924),Overfeeding of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P925,Neonatal difficulty in feeding at breast (P925),Neonatal difficulty in feeding at breast,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P926,Failure to thrive in newborn (P926),Failure to thrive in newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P928,Other feeding problems of newborn (P928),Other feeding problems of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P929,"Feeding problem of newborn, unspecified (P929)","Feeding problem of newborn, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P930,Grey baby syndrome (P930),Grey baby syndrome,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P938,Oth reactions and intoxications d/t drugs administered to NB (P938),Oth reactions and intoxications d/t drugs administered to NB,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P940,Transient neonatal myasthenia gravis (P940),Transient neonatal myasthenia gravis,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P941,Congenital hypertonia (P941),Congenital hypertonia,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P942,Congenital hypotonia (P942),Congenital hypotonia,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P948,Other disorders of muscle tone of newborn (P948),Other disorders of muscle tone of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P949,"Disorder of muscle tone of newborn, unspecified (P949)","Disorder of muscle tone of newborn, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P95,Stillbirth (P95),Stillbirth,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P960,Congenital renal failure (P960),Congenital renal failure,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P961,Neonatal w/drawal symp from matern use of drugs of addiction (P961),Neonatal w/drawal symp from matern use of drugs of addiction,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P962,Withdrawal symptoms from therapeutic use of drugs in newborn (P962),Withdrawal symptoms from therapeutic use of drugs in newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P963,Wide cranial sutures of newborn (P963),Wide cranial sutures of newborn,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P965,Comp to newborn due to (fetal) intrauterine procedure (P965),Comp to newborn due to (fetal) intrauterine procedure,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P9682,Delayed separation of umbilical cord (P9682),Delayed separation of umbilical cord,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P9683,Meconium staining (P9683),Meconium staining,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P9689,Oth conditions originating in the perinatal period (P9689),Oth conditions originating in the perinatal period,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:P969,"Condition originating in the perinatal period, unspecified (P969)","Condition originating in the perinatal period, unspecified",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Q861,Fetal hydantoin syndrome (Q861),Fetal hydantoin syndrome,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z00110,Health examination for newborn under 8 days old (Z00110),Health examination for newborn under 8 days old,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z00111,Health examination for newborn 8 to 28 days old (Z00111),Health examination for newborn 8 to 28 days old,,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3800,"Single liveborn infant, delivered vaginally (Z3800)","Single liveborn infant, delivered vaginally",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3801,"Single liveborn infant, delivered by cesarean (Z3801)","Single liveborn infant, delivered by cesarean",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z381,"Single liveborn infant, born outside hospital (Z381)","Single liveborn infant, born outside hospital",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z382,"Single liveborn infant, unspecified as to place of birth (Z382)","Single liveborn infant, unspecified as to place of birth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3830,"Twin liveborn infant, delivered vaginally (Z3830)","Twin liveborn infant, delivered vaginally",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3831,"Twin liveborn infant, delivered by cesarean (Z3831)","Twin liveborn infant, delivered by cesarean",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z384,"Twin liveborn infant, born outside hospital (Z384)","Twin liveborn infant, born outside hospital",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z385,"Twin liveborn infant, unspecified as to place of birth (Z385)","Twin liveborn infant, unspecified as to place of birth",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3861,"Triplet liveborn infant, delivered vaginally (Z3861)","Triplet liveborn infant, delivered vaginally",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3862,"Triplet liveborn infant, delivered by cesarean (Z3862)","Triplet liveborn infant, delivered by cesarean",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3863,"Quadruplet liveborn infant, delivered vaginally (Z3863)","Quadruplet liveborn infant, delivered vaginally",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3864,"Quadruplet liveborn infant, delivered by cesarean (Z3864)","Quadruplet liveborn infant, delivered by cesarean",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3865,"Quintuplet liveborn infant, delivered vaginally (Z3865)","Quintuplet liveborn infant, delivered vaginally",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3866,"Quintuplet liveborn infant, delivered by cesarean (Z3866)","Quintuplet liveborn infant, delivered by cesarean",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3868,"Other multiple liveborn infant, delivered vaginally (Z3868)","Other multiple liveborn infant, delivered vaginally",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z3869,"Other multiple liveborn infant, delivered by cesarean (Z3869)","Other multiple liveborn infant, delivered by cesarean",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:Z387,"Other multiple liveborn infant, born outside hospital (Z387)","Other multiple liveborn infant, born outside hospital",,Diagnosis,N/A,,,,
