Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:1060
,,ICD 10 - WHO:O43029,"Fetus-to-fetus placental transfuse syndrome, unsp trimester (O43029)","Fetus-to-fetus placental transfuse syndrome, unsp trimester (O43029)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43101,"Malformation of placenta, unspecified, first trimester (O43101)","Malformation of placenta, unspecified, first trimester (O43101)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43102,"Malformation of placenta, unspecified, second trimester (O43102)","Malformation of placenta, unspecified, second trimester (O43102)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43103,"Malformation of placenta, unspecified, third trimester (O43103)","Malformation of placenta, unspecified, third trimester (O43103)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43109,"Malformation of placenta, unspecified, unspecified trimester (O43109)","Malformation of placenta, unspecified, unspecified trimester (O43109)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43111,"Circumvallate placenta, first trimester (O43111)","Circumvallate placenta, first trimester (O43111)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43112,"Circumvallate placenta, second trimester (O43112)","Circumvallate placenta, second trimester (O43112)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43113,"Circumvallate placenta, third trimester (O43113)","Circumvallate placenta, third trimester (O43113)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43119,"Circumvallate placenta, unspecified trimester (O43119)","Circumvallate placenta, unspecified trimester (O43119)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43121,"Velamentous insertion of umbilical cord, first trimester (O43121)","Velamentous insertion of umbilical cord, first trimester (O43121)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43122,"Velamentous insertion of umbilical cord, second trimester (O43122)","Velamentous insertion of umbilical cord, second trimester (O43122)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43123,"Velamentous insertion of umbilical cord, third trimester (O43123)","Velamentous insertion of umbilical cord, third trimester (O43123)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43129,"Velamentous insertion of umbilical cord, unsp trimester (O43129)","Velamentous insertion of umbilical cord, unsp trimester (O43129)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43191,"Other malformation of placenta, first trimester (O43191)","Other malformation of placenta, first trimester (O43191)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43192,"Other malformation of placenta, second trimester (O43192)","Other malformation of placenta, second trimester (O43192)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43193,"Other malformation of placenta, third trimester (O43193)","Other malformation of placenta, third trimester (O43193)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43199,"Other malformation of placenta, unspecified trimester (O43199)","Other malformation of placenta, unspecified trimester (O43199)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43211,"Placenta accreta, first trimester (O43211)","Placenta accreta, first trimester (O43211)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43212,"Placenta accreta, second trimester (O43212)","Placenta accreta, second trimester (O43212)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43213,"Placenta accreta, third trimester (O43213)","Placenta accreta, third trimester (O43213)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43219,"Placenta accreta, unspecified trimester (O43219)","Placenta accreta, unspecified trimester (O43219)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43221,"Placenta increta, first trimester (O43221)","Placenta increta, first trimester (O43221)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43222,"Placenta increta, second trimester (O43222)","Placenta increta, second trimester (O43222)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43223,"Placenta increta, third trimester (O43223)","Placenta increta, third trimester (O43223)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43229,"Placenta increta, unspecified trimester (O43229)","Placenta increta, unspecified trimester (O43229)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43231,"Placenta percreta, first trimester (O43231)","Placenta percreta, first trimester (O43231)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43232,"Placenta percreta, second trimester (O43232)","Placenta percreta, second trimester (O43232)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43233,"Placenta percreta, third trimester (O43233)","Placenta percreta, third trimester (O43233)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43239,"Placenta percreta, unspecified trimester (O43239)","Placenta percreta, unspecified trimester (O43239)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43811,"Placental infarction, first trimester (O43811)","Placental infarction, first trimester (O43811)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43812,"Placental infarction, second trimester (O43812)","Placental infarction, second trimester (O43812)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43813,"Placental infarction, third trimester (O43813)","Placental infarction, third trimester (O43813)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43819,"Placental infarction, unspecified trimester (O43819)","Placental infarction, unspecified trimester (O43819)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43891,"Other placental disorders, first trimester (O43891)","Other placental disorders, first trimester (O43891)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43892,"Other placental disorders, second trimester (O43892)","Other placental disorders, second trimester (O43892)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43893,"Other placental disorders, third trimester (O43893)","Other placental disorders, third trimester (O43893)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O43899,"Other placental disorders, unspecified trimester (O43899)","Other placental disorders, unspecified trimester (O43899)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4390,"Unspecified placental disorder, unspecified trimester (O4390)","Unspecified placental disorder, unspecified trimester (O4390)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4391,"Unspecified placental disorder, first trimester (O4391)","Unspecified placental disorder, first trimester (O4391)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4392,"Unspecified placental disorder, second trimester (O4392)","Unspecified placental disorder, second trimester (O4392)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4393,"Unspecified placental disorder, third trimester (O4393)","Unspecified placental disorder, third trimester (O4393)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4400,"Placenta previa specified as w/o hemorrhage, unsp trimester (O4400)","Placenta previa specified as w/o hemorrhage, unsp trimester (O4400)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4401,"Placenta previa specified as w/o hemorrhage, first trimester (O4401)","Placenta previa specified as w/o hemorrhage, first trimester (O4401)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4402,"Placenta previa specified as w/o hemor, second trimester (O4402)","Placenta previa specified as w/o hemor, second trimester (O4402)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4403,"Placenta previa specified as w/o hemorrhage, third trimester (O4403)","Placenta previa specified as w/o hemorrhage, third trimester (O4403)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4410,"Placenta previa with hemorrhage, unspecified trimester (O4410)","Placenta previa with hemorrhage, unspecified trimester (O4410)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4411,"Placenta previa with hemorrhage, first trimester (O4411)","Placenta previa with hemorrhage, first trimester (O4411)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4412,"Placenta previa with hemorrhage, second trimester (O4412)","Placenta previa with hemorrhage, second trimester (O4412)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4413,"Placenta previa with hemorrhage, third trimester (O4413)","Placenta previa with hemorrhage, third trimester (O4413)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45001,"Prem separtn of placenta w coag defect, unsp, first tri (O45001)","Prem separtn of placenta w coag defect, unsp, first tri (O45001)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45002,"Prem separtn of placenta w coag defect, unsp, second tri (O45002)","Prem separtn of placenta w coag defect, unsp, second tri (O45002)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45003,"Prem separtn of placenta w coag defect, unsp, third tri (O45003)","Prem separtn of placenta w coag defect, unsp, third tri (O45003)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45009,"Prem separtn of placenta w coag defect, unsp, unsp trimester (O45009)","Prem separtn of placenta w coag defect, unsp, unsp trimester (O45009)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45011,"Prem separtn of placenta w afibrinogenemia, first trimester (O45011)","Prem separtn of placenta w afibrinogenemia, first trimester (O45011)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45012,"Prem separtn of placenta w afibrinogenemia, second trimester (O45012)","Prem separtn of placenta w afibrinogenemia, second trimester (O45012)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45013,"Prem separtn of placenta w afibrinogenemia, third trimester (O45013)","Prem separtn of placenta w afibrinogenemia, third trimester (O45013)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45019,"Prem separtn of placenta w afibrinogenemia, unsp trimester (O45019)","Prem separtn of placenta w afibrinogenemia, unsp trimester (O45019)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45021,"Prem separtn of placenta w dissem intravasc coag, first tri (O45021)","Prem separtn of placenta w dissem intravasc coag, first tri (O45021)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45022,"Prem separtn of placenta w dissem intravasc coag, second tri (O45022)","Prem separtn of placenta w dissem intravasc coag, second tri (O45022)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45023,"Prem separtn of placenta w dissem intravasc coag, third tri (O45023)","Prem separtn of placenta w dissem intravasc coag, third tri (O45023)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45029,"Prem separtn of placenta w dissem intravasc coag, unsp tri (O45029)","Prem separtn of placenta w dissem intravasc coag, unsp tri (O45029)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45091,"Prem separtn of placenta w oth coag defect, first trimester (O45091)","Prem separtn of placenta w oth coag defect, first trimester (O45091)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45092,"Prem separtn of placenta w oth coag defect, second trimester (O45092)","Prem separtn of placenta w oth coag defect, second trimester (O45092)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45093,"Prem separtn of placenta w oth coag defect, third trimester (O45093)","Prem separtn of placenta w oth coag defect, third trimester (O45093)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O45099,"Prem separtn of placenta w oth coag defect, unsp trimester (O45099)","Prem separtn of placenta w oth coag defect, unsp trimester (O45099)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O458X1,"Other premature separation of placenta, first trimester (O458X1)","Other premature separation of placenta, first trimester (O458X1)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O458X2,"Other premature separation of placenta, second trimester (O458X2)","Other premature separation of placenta, second trimester (O458X2)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O458X3,"Other premature separation of placenta, third trimester (O458X3)","Other premature separation of placenta, third trimester (O458X3)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O458X9,"Other premature separation of placenta, unsp trimester (O458X9)","Other premature separation of placenta, unsp trimester (O458X9)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4590,"Premature separation of placenta, unsp, unsp trimester (O4590)","Premature separation of placenta, unsp, unsp trimester (O4590)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4591,"Premature separation of placenta, unsp, first trimester (O4591)","Premature separation of placenta, unsp, first trimester (O4591)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4592,"Premature separation of placenta, unsp, second trimester (O4592)","Premature separation of placenta, unsp, second trimester (O4592)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4593,"Premature separation of placenta, unsp, third trimester (O4593)","Premature separation of placenta, unsp, third trimester (O4593)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46001,"Antepartum hemorrhage w coag defect, unsp, first trimester (O46001)","Antepartum hemorrhage w coag defect, unsp, first trimester (O46001)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46002,"Antepartum hemorrhage w coag defect, unsp, second trimester (O46002)","Antepartum hemorrhage w coag defect, unsp, second trimester (O46002)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46003,"Antepartum hemorrhage w coag defect, unsp, third trimester (O46003)","Antepartum hemorrhage w coag defect, unsp, third trimester (O46003)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46009,"Antepartum hemorrhage w coag defect, unsp, unsp trimester (O46009)","Antepartum hemorrhage w coag defect, unsp, unsp trimester (O46009)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46011,"Antepartum hemorrhage with afibrinogenemia, first trimester (O46011)","Antepartum hemorrhage with afibrinogenemia, first trimester (O46011)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46012,"Antepartum hemorrhage with afibrinogenemia, second trimester (O46012)","Antepartum hemorrhage with afibrinogenemia, second trimester (O46012)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46013,"Antepartum hemorrhage with afibrinogenemia, third trimester (O46013)","Antepartum hemorrhage with afibrinogenemia, third trimester (O46013)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46019,"Antepartum hemorrhage with afibrinogenemia, unsp trimester (O46019)","Antepartum hemorrhage with afibrinogenemia, unsp trimester (O46019)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46021,"Antepart hemorrhage w dissem intravasc coag, first trimester (O46021)","Antepart hemorrhage w dissem intravasc coag, first trimester (O46021)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46022,"Antepart hemor w dissem intravasc coag, second trimester (O46022)","Antepart hemor w dissem intravasc coag, second trimester (O46022)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46023,"Antepart hemorrhage w dissem intravasc coag, third trimester (O46023)","Antepart hemorrhage w dissem intravasc coag, third trimester (O46023)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46029,"Antepart hemorrhage w dissem intravasc coag, unsp trimester (O46029)","Antepart hemorrhage w dissem intravasc coag, unsp trimester (O46029)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46091,"Antepartum hemorrhage w oth coag defect, first trimester (O46091)","Antepartum hemorrhage w oth coag defect, first trimester (O46091)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46092,"Antepartum hemorrhage w oth coag defect, second trimester (O46092)","Antepartum hemorrhage w oth coag defect, second trimester (O46092)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46093,"Antepartum hemorrhage w oth coag defect, third trimester (O46093)","Antepartum hemorrhage w oth coag defect, third trimester (O46093)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O46099,"Antepartum hemorrhage w oth coag defect, unsp trimester (O46099)","Antepartum hemorrhage w oth coag defect, unsp trimester (O46099)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O468X1,"Other antepartum hemorrhage, first trimester (O468X1)","Other antepartum hemorrhage, first trimester (O468X1)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O468X2,"Other antepartum hemorrhage, second trimester (O468X2)","Other antepartum hemorrhage, second trimester (O468X2)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O468X3,"Other antepartum hemorrhage, third trimester (O468X3)","Other antepartum hemorrhage, third trimester (O468X3)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O468X9,"Other antepartum hemorrhage, unspecified trimester (O468X9)","Other antepartum hemorrhage, unspecified trimester (O468X9)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4690,"Antepartum hemorrhage, unspecified, unspecified trimester (O4690)","Antepartum hemorrhage, unspecified, unspecified trimester (O4690)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4691,"Antepartum hemorrhage, unspecified, first trimester (O4691)","Antepartum hemorrhage, unspecified, first trimester (O4691)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4692,"Antepartum hemorrhage, unspecified, second trimester (O4692)","Antepartum hemorrhage, unspecified, second trimester (O4692)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4693,"Antepartum hemorrhage, unspecified, third trimester (O4693)","Antepartum hemorrhage, unspecified, third trimester (O4693)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4700,"False labor before 37 completed weeks of gest, unsp tri (O4700)","False labor before 37 completed weeks of gest, unsp tri (O4700)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4702,"False labor before 37 completed weeks of gest, second tri (O4702)","False labor before 37 completed weeks of gest, second tri (O4702)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O4703,"False labor before 37 completed weeks of gest, third tri (O4703)","False labor before 37 completed weeks of gest, third tri (O4703)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O471,False labor at or after 37 completed weeks of gestation (O471),False labor at or after 37 completed weeks of gestation (O471),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O479,"False labor, unspecified (O479)","False labor, unspecified (O479)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O480,Post-term pregnancy (O480),Post-term pregnancy (O480),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O481,Prolonged pregnancy (O481),Prolonged pregnancy (O481),,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6000,"Preterm labor without delivery, unspecified trimester (O6000)","Preterm labor without delivery, unspecified trimester (O6000)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6002,"Preterm labor without delivery, second trimester (O6002)","Preterm labor without delivery, second trimester (O6002)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6003,"Preterm labor without delivery, third trimester (O6003)","Preterm labor without delivery, third trimester (O6003)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6010X0,"Preterm labor w preterm delivery, unsp trimester, unsp (O6010X0)","Preterm labor w preterm delivery, unsp trimester, unsp (O6010X0)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6010X1,"Preterm labor with preterm delivery, unsp trimester, fetus 1 (O6010X1)","Preterm labor with preterm delivery, unsp trimester, fetus 1 (O6010X1)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6010X2,"Preterm labor with preterm delivery, unsp trimester, fetus 2 (O6010X2)","Preterm labor with preterm delivery, unsp trimester, fetus 2 (O6010X2)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6010X3,"Preterm labor with preterm delivery, unsp trimester, fetus 3 (O6010X3)","Preterm labor with preterm delivery, unsp trimester, fetus 3 (O6010X3)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6010X4,"Preterm labor with preterm delivery, unsp trimester, fetus 4 (O6010X4)","Preterm labor with preterm delivery, unsp trimester, fetus 4 (O6010X4)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6010X5,"Preterm labor with preterm delivery, unsp trimester, fetus 5 (O6010X5)","Preterm labor with preterm delivery, unsp trimester, fetus 5 (O6010X5)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6010X9,"Preterm labor w preterm delivery, unsp trimester, oth fetus (O6010X9)","Preterm labor w preterm delivery, unsp trimester, oth fetus (O6010X9)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6012X0,"Preterm labor second tri w preterm delivery second tri, unsp (O6012X0)","Preterm labor second tri w preterm delivery second tri, unsp (O6012X0)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6012X1,"Preterm labor second tri w preterm del second tri, fetus 1 (O6012X1)","Preterm labor second tri w preterm del second tri, fetus 1 (O6012X1)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6012X2,"Preterm labor second tri w preterm del second tri, fetus 2 (O6012X2)","Preterm labor second tri w preterm del second tri, fetus 2 (O6012X2)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6012X3,"Preterm labor second tri w preterm del second tri, fetus 3 (O6012X3)","Preterm labor second tri w preterm del second tri, fetus 3 (O6012X3)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6012X4,"Preterm labor second tri w preterm del second tri, fetus 4 (O6012X4)","Preterm labor second tri w preterm del second tri, fetus 4 (O6012X4)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6012X5,"Preterm labor second tri w preterm del second tri, fetus 5 (O6012X5)","Preterm labor second tri w preterm del second tri, fetus 5 (O6012X5)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6012X9,"Preterm labor second tri w preterm delivery second tri, oth (O6012X9)","Preterm labor second tri w preterm delivery second tri, oth (O6012X9)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6013X0,"Preterm labor second tri w preterm delivery third tri, unsp (O6013X0)","Preterm labor second tri w preterm delivery third tri, unsp (O6013X0)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6013X1,"Preterm labor second tri w preterm del third tri, fetus 1 (O6013X1)","Preterm labor second tri w preterm del third tri, fetus 1 (O6013X1)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6013X2,"Preterm labor second tri w preterm del third tri, fetus 2 (O6013X2)","Preterm labor second tri w preterm del third tri, fetus 2 (O6013X2)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6013X3,"Preterm labor second tri w preterm del third tri, fetus 3 (O6013X3)","Preterm labor second tri w preterm del third tri, fetus 3 (O6013X3)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6013X4,"Preterm labor second tri w preterm del third tri, fetus 4 (O6013X4)","Preterm labor second tri w preterm del third tri, fetus 4 (O6013X4)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6013X5,"Preterm labor second tri w preterm del third tri, fetus 5 (O6013X5)","Preterm labor second tri w preterm del third tri, fetus 5 (O6013X5)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6013X9,"Preterm labor second tri w preterm delivery third tri, oth (O6013X9)","Preterm labor second tri w preterm delivery third tri, oth (O6013X9)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6014X0,"Preterm labor third tri w preterm delivery third tri, unsp (O6014X0)","Preterm labor third tri w preterm delivery third tri, unsp (O6014X0)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6014X1,"Preterm labor third tri w preterm del third tri, fetus 1 (O6014X1)","Preterm labor third tri w preterm del third tri, fetus 1 (O6014X1)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6014X2,"Preterm labor third tri w preterm del third tri, fetus 2 (O6014X2)","Preterm labor third tri w preterm del third tri, fetus 2 (O6014X2)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6014X3,"Preterm labor third tri w preterm del third tri, fetus 3 (O6014X3)","Preterm labor third tri w preterm del third tri, fetus 3 (O6014X3)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6014X4,"Preterm labor third tri w preterm del third tri, fetus 4 (O6014X4)","Preterm labor third tri w preterm del third tri, fetus 4 (O6014X4)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6014X5,"Preterm labor third tri w preterm del third tri, fetus 5 (O6014X5)","Preterm labor third tri w preterm del third tri, fetus 5 (O6014X5)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6014X9,"Preterm labor third tri w preterm delivery third tri, oth (O6014X9)","Preterm labor third tri w preterm delivery third tri, oth (O6014X9)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6020X0,"Term delivery w preterm labor, unsp trimester, unsp (O6020X0)","Term delivery w preterm labor, unsp trimester, unsp (O6020X0)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6020X1,"Term delivery with preterm labor, unsp trimester, fetus 1 (O6020X1)","Term delivery with preterm labor, unsp trimester, fetus 1 (O6020X1)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6020X2,"Term delivery with preterm labor, unsp trimester, fetus 2 (O6020X2)","Term delivery with preterm labor, unsp trimester, fetus 2 (O6020X2)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6020X3,"Term delivery with preterm labor, unsp trimester, fetus 3 (O6020X3)","Term delivery with preterm labor, unsp trimester, fetus 3 (O6020X3)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6020X4,"Term delivery with preterm labor, unsp trimester, fetus 4 (O6020X4)","Term delivery with preterm labor, unsp trimester, fetus 4 (O6020X4)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6020X5,"Term delivery with preterm labor, unsp trimester, fetus 5 (O6020X5)","Term delivery with preterm labor, unsp trimester, fetus 5 (O6020X5)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6020X9,"Term delivery with preterm labor, unsp trimester, oth fetus (O6020X9)","Term delivery with preterm labor, unsp trimester, oth fetus (O6020X9)",,Diagnosis,N/A,,,,
,,ICD 10 - WHO:O6022X0,"Term delivery w preterm labor, second trimester, unsp (O6022X0)","Term delivery w preterm labor, second trimester, unsp (O6022X0)",,Diagnosis,N/A,,,,
